LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,TEST_NO,FIELD_SET,LOC_NO,SAMPLE_NO,MR_MATL_TYPE,MAX_DRY_DENSITY,COMP_MOIST_CONT,COMP_DRY_DENSITY,CONSTRUCTION_NO
503,2,560,6,2,1,1,BA7,BG01,1,2146.5,6,2100.699951,1
503,2,564,6,2,2,1,BA10,BG05,1,2178.5,6.199999809,2120.899902,1
503,2,568,6,2,1,1,BA11,BG01,1,2114.399902,6.900000095,2062.199951,1
504,2,560,6,2,1,1,BA7,BG01,1,2146.5,6,2100.699951,1
505,2,560,6,2,1,1,BA8,BG02,1,2098.399902,8.300000191,2039.599976,1
505,2,561,6,2,2,1,TP3,BG91,1,2050.399902,8.199999809,1984.300049,1
505,2,564,6,2,2,1,BA9,BG01,1,2146.5,6.900000095,2096.699951,1
506,2,564,6,2,2,1,BA10,BG05,1,2178.5,6.199999809,2120.899902,1
507,1,507,6,1,2,1,TP2,BS93,2,1954.300049,11,1855.900024,1
507,2,560,6,2,1,1,BA8,BG02,1,2098.399902,8.300000191,2039.599976,1
508,1,561,6,1,2,1,TP3,BS93,2,1954.300049,10,1836.900024,1
508,2,560,6,2,1,1,BA7,BG01,1,2146.5,6,2100.699951,1
509,2,507,6,2,2,1,TP2,BG92,1,2018.300049,9.699999809,1967.5,1
509,2,560,6,2,1,1,BA8,BG02,1,2098.399902,8.300000191,2039.599976,1
509,2,564,6,2,2,1,BA9,BG04,1,2130.5,7.199999809,2067.199951,1
559,2,560,6,2,1,1,BA7,BG01,1,2146.5,6,2100.699951,1
560,2,507,6,2,2,1,TP2,BG92,1,2018.300049,9.699999809,1967.5,1
560,2,564,6,2,2,1,BA10,BG05,1,2178.5,6.199999809,2120.899902,1
561,1,561,6,1,2,1,TP3,BS93,2,1954.300049,10,1836.900024,1
566,2,505,6,2,1,1,BA4,BG02,1,2034.300049,8.800000191,1988.800049,1
566,2,564,6,2,2,1,BA10,BG05,1,2178.5,6.199999809,2120.899902,1
567,2,502,6,2,2,1,TP1,BG92,1,2002.300049,10.10000038,1941.099976,1
567,2,561,6,2,2,1,TP3,BG91,1,2050.399902,8.199999809,1984.300049,1
567,2,564,6,2,2,1,BA10,BG02,1,2130.5,6.099999905,2098.100098,1
568,2,502,6,2,2,1,TP1,BG92,1,2002.300049,10.10000038,1941.099976,1
568,2,568,6,2,1,1,BA11,BG01,1,2114.399902,6.900000095,2062.199951,1
569,1,560,6,1,1,1,BA8,BS02,2,2018.300049,9.699999809,1915,1
569,2,560,6,2,1,1,BA7,BG01,1,2146.5,6,2100.699951,1
569,2,561,6,2,2,1,TP3,BG91,1,2050.399902,8.199999809,1984.300049,1
570,2,564,6,2,2,1,BA9,BG01,1,2146.5,6.900000095,2096.699951,1
571,2,507,6,2,2,1,TP2,BG92,1,2018.300049,9.699999809,1967.5,1
571,2,564,6,2,2,1,BA9,BG01,1,2146.5,6.900000095,2096.699951,1
811,1,811,6,1,1,1,B7,BS07,2,1826.099976,10.69999981,1710.400024,1
2004,2,2004,6,2,2,1,TP1,BG91,2,2034.300049,6.699999809,1942.400024,1
2647,2,2647,6,2,2,1,TP1,BG91,2,,8.300000191,1986.099976,1
3019,2,3019,6,2,1,1,BA*,BG**,2,2018.300049,10.19999981,1952.400024,1
3024,1,3024,6,1,1,1,BA*,BS**,2,2114.399902,7.599999905,2021.800049,1
8150,2,8150,6,2,1,1,BA*,BG**,2,2114.399902,8.300000191,1968.699951,1
A350,1,1253,6,1,1,1,BA*,BS**,2,1938.199951,11.60000038,1862.199951,1
A420,1,3021,6,1,2,1,BA*,BS**,2,1938.199951,11.10000038,1843.599976,1
A420,2,3021,6,2,2,1,BA*,BG**,2,2114.399902,7.599999905,2004.5,1
A420,2,3021,6,2,1,1,BA*,BG**,2,2050.300049,8.699999809,1946,1
A421,1,3021,6,1,1,1,BA*,BS**,2,1922.199951,8.5,1834.900024,1
A430,2,3021,6,2,2,1,BA*,BG**,2,2114.399902,7.599999905,2004.5,1
A441,1,3021,6,1,1,1,BA*,BS**,2,1922.199951,8.5,1834.900024,1
A441,2,3021,6,2,1,1,BA*,BG**,2,2050.300049,8.699999809,1946,1
A442,2,3021,6,2,2,1,BA*,BG**,2,2114.399902,7.599999905,2004.5,1
A443,2,3021,6,2,2,1,BA*,BG**,2,2114.399902,7.599999905,2004.5,1
A806,1,A805,6,1,1,3,BA261,BS261,2,1814.900024,12,1715.5,1
A806,1,A806,6,1,2,3,BA263,BS263,2,1758.800049,13.39999962,1665.099976,1
5528,2,5528,18,2,1,1,BA*,BG**,2,1810.099976,18.20000076,1630.599976,1
224,1,259,8,1,2,1,B8,BS08,2,1906.199951,10.69999981,1806.099976,1
224,2,222,8,2,1,5,BAX05,BGX05,1,2199.300049,5.300000191,2048.399902,4
224,2,223,8,2,1,5,BAX06,BGX06,1,2205.699951,4.599999905,2071.899902,1
508,1,508,8,1,1,1,B*,BS**,2,1762,13.60000038,1676,1
812,2,811,8,2,1,5,BAX01,BGX01,1,2252.199951,5.800000191,2115,1
812,2,812,8,2,1,5,BAX02,BGX02,1,2252.199951,6,2118.5,1
812,2,812,8,2,2,5,BAX03,BGX03,1,2176.899902,6,2053.399902,1
6013,2,6013,8,2,2,1,TP1,BG**,2,1970.199951,7,1913.599976,1
9019,1,9019,8,1,1,1,BA*,BS**,2,1874.099976,12.10000038,1818.699951,1
101,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
104,1,103,10,1,1,1,B3,BS03,2,1856.5,12.80000019,1779,1
104,1,104,10,1,1,1,B7,BS07,2,1891.699951,9.699999809,1781.800049,1
104,2,111,10,2,2,2,BAX08,BSX08,2,1954.300049,9.399999619,1849.599976,2
105,1,159,10,1,1,1,B6,BS06,2,1986.199951,9.300000191,1917.099976,1
105,2,104,10,2,2,2,BAX09,BSX09,1,2050.399902,7.099999905,1914.900024,2
106,1,103,10,1,2,1,B10,BS10,2,1922.199951,8.899999619,1821.699951,1
106,1,112,10,1,2,1,B4,BS04,2,1997.400024,10.30000019,1905.400024,1
106,1,159,10,1,1,1,B6,BS06,2,1986.199951,9.300000191,1917.099976,1
106,3,102,10,3,2,1,B15,BG01,1,2354.699951,6.400000095,2240.5,1
107,1,103,10,1,1,1,B3,BS03,2,1856.5,12.80000019,1779,1
108,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
108,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
109,3,159,10,3,2,1,B17,BG03,1,2354.699951,6.199999809,2285.699951,1
110,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
110,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
110,1,112,10,1,2,1,B4,BS04,2,1997.400024,10.30000019,1905.400024,1
111,2,104,10,2,2,2,BAX09,BSX09,1,2050.399902,7.099999905,1914.900024,2
112,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
159,3,101,10,3,2,1,B16,BG02,1,2322.699951,5,2251.800049,1
160,1,103,10,1,2,1,B10,BS10,2,1922.199951,8.899999619,1821.699951,1
160,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
201,1,212,10,1,2,1,B8,BS02,2,1970.199951,10.30000019,1878.400024,1
201,2,201,10,2,1,6,BA318,BS332,2,1851.699951,10.10000038,1756.400024,3
202,2,202,10,2,1,6,BA309,BS314,2,1938.199951,8.800000191,1841.599976,1
203,1,212,10,1,2,1,B8,BS02,2,1970.199951,10.30000019,1878.400024,1
203,2,210,10,2,1,5,BA306,BS309,2,2002.300049,8.899999619,1900.400024,4
203,3,202,10,3,1,6,BA309,BG309,1,2338.699951,6.099999905,2173.399902,1
205,2,201,10,2,1,2,B6,BG06,2,1882.099976,7.599999905,1806.699951,1
206,2,204,10,2,2,1,B1,BG01,2,1907.699951,7.800000191,1821.300049,1
206,2,211,10,2,1,7,BA313,BS322,2,2002.300049,7.699999809,1905.199951,1
207,1,207,10,1,1,1,B10,BS04,2,2013.5,10,1921.699951,1
207,1,212,10,1,2,1,B8,BS02,2,1970.199951,10.30000019,1878.400024,1
209,1,211,10,1,1,7,BA312,BS321,2,1957.5,10,1861.900024,1
210,1,201,10,1,2,1,B12,BS06,2,2013.5,8.399999619,1927.199951,1
211,2,202,10,2,1,6,BA309,BS314,2,1938.199951,8.800000191,1841.599976,1
212,1,212,10,1,2,1,B8,BS02,2,1970.199951,10.30000019,1878.400024,1
212,2,212,10,2,1,6,BA302,BS303,2,2035.900024,8.800000191,1937,2
259,2,204,10,2,2,1,B1,BG01,2,1907.699951,7.800000191,1821.300049,1
101,1,161,12,1,2,1,B6,BS06,2,2013.5,10.30000019,1954.900024,1
101,2,109,12,2,1,6,BAX01,BGX01,1,2178.5,5.699999809,2057.399902,1
102,1,106,12,1,2,1,B2,BS02,2,1991,10.10000038,1918.099976,1
102,1,161,12,1,2,1,B6,BS06,2,2013.5,10.30000019,1954.900024,1
105,1,106,12,1,2,1,B2,BS02,2,1991,10.10000038,1918.099976,1
105,1,161,12,1,2,1,B6,BS06,2,2013.5,10.30000019,1954.900024,1
108,1,106,12,1,2,1,B2,BS02,2,1991,10.10000038,1918.099976,1
109,1,107,12,1,2,1,B1,BS01,2,1954.199951,10.80000019,1879.400024,1
110,1,101,12,1,1,1,B5,BS05,2,1965.400024,9.100000381,1701,1
161,2,109,12,2,1,6,BAX01,BGX01,1,2178.5,5.699999809,2057.399902,1
502,1,1030,12,1,2,1,TP1,BS55,2,,12.39999962,1621.099976,1
503,3,1030,12,3,2,1,TP1,BG55,1,,8.300000191,1973.5,1
505,3,506,12,3,2,3,BAX06,BGX04,1,2130.5,7,1996.800049,2
506,3,504,12,3,1,3,BAX07,BGX05,1,2098.399902,7,1984.099976,2
507,3,503,12,3,1,3,BAX08,BGX06,2,2114.399902,7.199999809,2014.5,2
508,3,504,12,3,1,3,BAX07,BGX05,1,2098.399902,7,1984.099976,2
561,3,503,12,3,1,3,BAX08,BGX06,2,2114.399902,7.199999809,2014.5,2
561,3,506,12,3,2,3,BAX06,BGX04,1,2130.5,7,1996.800049,2
562,1,563,12,1,2,1,TP3,BS57,2,1813.199951,9.5,1730.5,1
562,3,506,12,3,2,3,BAX06,BGX04,1,2130.5,7,1996.800049,2
564,2,503,12,2,1,3,BAX03,BGX01,2,1867.800049,9,1769.300049,2
564,3,1030,12,3,1,1,BA*,BG**,1,,9.100000381,1907.800049,1
565,1,563,12,1,2,1,TP3,BS57,2,1813.199951,9.5,1730.5,1
1030,2,1030,12,2,2,1,TP1,BG56,2,,11.10000038,1752.400024,1
3811,2,3811,12,2,2,1,BA*,BG**,2,,7.599999905,1850.099976,1
4100,2,4100,12,2,1,1,BA*,BG**,2,,9.699999809,1749.199951,1
4101,2,4101,12,2,2,1,TP1,BG56,2,,9,1830.900024,1
4105,3,4105,12,3,2,1,BA*,BG**,2,,10.69999981,1914.199951,1
4107,2,4107,12,2,1,1,BA*,BG**,1,,6.699999809,1999.099976,1
4109,2,4109,12,2,1,1,BA*,BG**,1,,9.899999619,1811.699951,1
4135,1,4135,12,1,2,1,TP1,BS55,2,,14.60000038,1621.099976,1
4136,3,4136,12,3,2,1,TP1,BG55,1,,11.19999981,1749.199951,1
4137,3,4137,12,3,2,1,TP1,BG55,1,,11.60000038,1646.699951,1
A352,2,9054,12,2,2,1,TP1,BG56,1,,11,1862.900024,1
B320,2,3997,12,2,1,1,BA*,BG**,2,,11.69999981,1608.300049,1
B321,2,3997,12,2,2,1,TP1,BG56,2,,15.19999981,1587.400024,1
B330,2,3997,12,2,1,1,BA*,BG**,2,,11.69999981,1608.300049,1
B330,3,3997,12,3,2,1,TP1,BG55,1,,10.19999981,1925.400024,1
B350,2,3997,12,2,2,1,TP1,BG56,2,,15.19999981,1587.400024,1
B350,3,3997,12,3,1,1,BA*,BG**,2,,10,1887,1
B351,2,3997,12,2,1,1,BA*,BG**,2,,11.69999981,1608.300049,1
B351,3,3997,12,3,1,1,BA*,BG**,2,,10,1887,1
B352,1,3997,12,1,1,1,BA*,BS**,2,,15.10000038,1561.800049,1
C320,2,4154,12,2,2,1,TP1,BG55,2,,10.89999962,1659.5,2
502,2,507,13,2,1,1,BA*,BG**,1,,4.800000191,2332,1
503,2,509,13,2,2,1,BA*,BG**,1,2430,5.5,2315,1
505,1,509,13,1,2,3,BA705,BS305,2,2066.399902,8.899999619,1960.800049,2
508,2,565,13,2,2,1,BA*,BG**,1,,4.800000191,2329,1
560,1,509,13,1,2,3,BA705,BS305,2,2066.399902,8.899999619,1960.800049,2
560,2,507,13,2,1,1,BA*,BG**,1,,4.800000191,2332,1
563,1,507,13,1,1,1,BA*,BS**,2,,7.699999809,2019,1
563,1,509,13,1,2,3,BA501,BS304,2,2082.399902,10.30000019,1947.5,2
564,2,565,13,2,2,1,BA*,BG**,1,,4.800000191,2329,1
509,2,504,1,2,2,4,BA305,BG312,2,2034.300049,8.600000381,1927.699951,2
509,3,506,1,3,2,4,BA303,BG305,1,2210.5,5.800000191,2149.699951,2
564,1,4155,1,1,1,1,BA*,BS**,2,,10.30000019,1938.199951,1
564,2,502,1,2,1,1,TP1,BG56,2,2018.300049,9.399999619,1897.900024,1
564,2,504,1,2,2,4,BA305,BG312,2,2034.300049,8.600000381,1927.699951,2
A430,1,3055,19,1,2,1,TP*,BS**,2,1970.300049,11.19999981,2000.300049,1
B410,1,3009,19,1,2,1,BA*,BS**,2,1954.300049,10,1853.400024,1
107,2,109,20,3,1,2,BAX03,BGX03,2,2052,9.800000191,1942,3
107,3,109,20,4,2,2,BAX02,BGX02,1,2226.600098,5.900000095,2111.800049,3
109,2,105,20,2,1,2,BA323,BS315,2,1912.599976,10.80000019,1766.5,6
109,3,159,20,2,2,2,BAX15,BGX15,2,1838.900024,16.10000038,1750.599976,2
112,2,159,20,2,2,2,BA305,BG301,2,1787.699951,16.89999962,1694.699951,2
4052,1,4052,20,1,2,1,BA*,BS**,2,1730,15.19999981,1616,1
6043,1,6043,21,1,1,1,BA*,BS**,1,2082.399902,10,2123.199951,2
6043,1,6043,21,1,2,1,TP1,BS**,2,2050.399902,10.10000038,2065.800049,2
4069,1,4069,29,1,1,1,BA*,BS**,2,1810.099976,12.89999962,1674.599976,1
B330,2,1002,29,2,2,1,TP*,BG**,1,2178.5,7.300000191,2056.899902,1
B340,1,1002,29,1,1,1,BA*,BS**,2,1986.300049,8.899999619,2092.199951,1
B340,2,1002,29,2,1,1,BA*,BG**,1,2242.600098,7.300000191,2074.699951,1
B350,2,1002,29,2,1,1,BA*,BG**,1,2242.600098,7.300000191,2074.699951,1
113,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
114,1,124,30,1,2,1,B10,BS10,2,1649.900024,14,1562.400024,1
115,1,116,30,1,2,1,B8,BS08,2,1778,14,1684.099976,1
115,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
115,1,122,30,1,2,1,B12,BS12,2,1569.800049,16.89999962,1482.099976,1
116,1,119,30,1,2,1,B11,BS11,2,1762,14.19999981,1662.5,1
117,1,117,30,1,2,1,B9,BS09,2,1778,12.69999981,1683.599976,1
117,1,119,30,1,2,1,B5,BS05,2,1730,13,1632.5,1
117,2,113,30,2,2,1,B13,BG13,1,2258.600098,5.5,2176.699951,1
118,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
118,1,113,30,1,2,1,B7,BS07,2,1617.900024,14,1537.400024,1
118,1,116,30,1,2,1,B8,BS08,2,1778,14,1684.099976,1
119,1,119,30,1,2,1,B11,BS11,2,1762,14.19999981,1662.5,1
120,1,117,30,1,2,1,B9,BS09,2,1778,12.69999981,1683.599976,1
120,2,117,30,2,2,1,B14,BG14,1,2274.600098,5.400000095,2216.800049,1
121,1,113,30,1,2,1,B1,BS01,1,2162.5,6.400000095,2109.800049,1
121,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
121,1,119,30,1,2,1,B11,BS11,2,1762,14.19999981,1662.5,1
122,1,124,30,1,2,1,B10,BS10,2,1649.900024,14,1562.400024,1
123,1,117,30,1,2,1,B3,BS03,2,1746,14.10000038,1647.599976,1
124,1,113,30,1,2,1,B7,BS07,2,1617.900024,14,1537.400024,1
503,2,502,30,2,2,1,B*,BG**,1,2386.800049,5.5,2225.5,1
504,1,508,30,1,2,3,BA272,BS272,2,2002.300049,11.30000019,1906.699951,3
504,2,504,30,2,2,3,BA268,BG268,1,2268.199951,5.900000095,2132,3
505,1,508,30,1,2,3,BA272,BS272,2,2002.300049,11.30000019,1906.699951,3
506,1,504,30,1,2,3,BA268,BS268,2,1986.300049,12,1882.099976,3
506,1,506,30,1,2,3,BA262,BS262,2,1954.300049,11.30000019,1876.5,3
508,1,504,30,1,2,3,BA268,BS268,2,1986.300049,12,1882.099976,3
509,1,7066,30,1,1,1,BA*,BS**,2,1890.099976,11.80000019,1797.800049,1
501,1,504,23,1,2,3,BA302,BS302,1,2098.399902,6.099999905,1942.800049,3
501,1,507,23,1,2,3,BA303,BS303,1,2114.399902,6.900000095,1964.599976,3
503,2,506,23,2,2,1,TP1,BG56,2,2075.899902,7.300000191,1963.5,1
505,1,504,23,1,2,3,BA302,BS302,1,2098.399902,6.099999905,1942.800049,3
506,2,506,23,2,2,1,TP1,BG56,2,2075.899902,7.300000191,1963.5,1
506,3,504,23,3,1,3,BAX02,BGX02,1,2178.5,7,2026.300049,3
559,3,503,23,3,2,3,BAX01,BGX01,1,2178.5,6.300000191,2012.199951,3
3014,1,3014,23,1,1,1,BA*,BS**,2,,12.39999962,1723.599976,1
1004,1,1004,26,1,2,1,TP*,BS**,2,1665.900024,12.5,1568.800049,1
1004,2,1004,26,2,2,1,TP*,BG**,1,2306.699951,5.599999905,2178.699951,1
1013,1,1013,26,1,1,1,BA*,BS**,2,1794.099976,8.100000381,1857.099976,2
5363,3,5363,26,3,2,1,TP*,BG**,1,2194.5,5.800000191,2093.600098,1
6016,2,6016,26,2,1,1,BA*,BG**,2,1922.199951,5.800000191,1843.5,1
A310,3,1013,26,3,2,1,TP*,BG**,1,2194.5,3.900000095,1984.699951,2
A330,3,1013,26,3,1,1,BA*,BG**,1,2226.600098,4.699999809,1994.5,2
A340,1,1013,26,1,1,1,BA*,BS**,2,1794.099976,8.100000381,1857.099976,2
A340,2,1013,26,2,1,1,BA*,BG**,1,1665.900024,15.5,1574.599976,2
A350,2,1013,26,2,1,1,BA*,BG**,1,1665.900024,15.5,1574.599976,2
A350,3,1013,26,3,1,1,BA*,BG**,1,2226.600098,4.699999809,1994.5,2
C310,1,1001,26,1,2,1,TP*,BS**,2,1698,15.69999981,1655.699951,1
C320,1,1001,26,1,1,1,BA*,BS**,2,1778,13.39999962,1675.099976,1
C351,1,1001,26,1,1,1,BA*,BS**,2,1778,13.39999962,1675.099976,1
C351,2,1001,26,2,1,1,BA*,BG**,1,2242.600098,3.599999905,2113.100098,1
504,2,507,27,2,2,3,BAX04,BGX04,2,2160.899902,6.900000095,2042.5,6
504,3,503,27,3,1,3,BAX09,BGX09,1,2226.600098,6.099999905,2059.800049,4
507,3,507,27,3,2,3,BAX07,BGX07,1,2210.5,5.900000095,2066,6
707,2,701,27,2,2,1,TP1,BG14,2,2002.300049,9.899999619,1871.699951,1
707,3,709,27,3,2,1,TP3,BG17,1,2146.5,5.900000095,2042.300049,1
1019,1,1019,27,1,2,1,TP*,BS**,2,1794.099976,5.199999809,1807.199951,1
4082,1,4082,27,1,2,1,TP*,BS**,2,1954.300049,15.80000019,1808.199951,1
6064,1,6064,27,1,2,1,TP*,BS**,1,2194.5,6.099999905,2156.300049,1
A340,2,1016,27,2,1,1,BA*,BG**,1,2226.600098,3.700000048,2057,1
A350,1,1016,27,1,1,1,BA*,BS**,2,1922.199951,4.199999809,1842.900024,1
B350,2,6251,27,2,2,1,TP*,BG**,1,2162.5,5,2030.800049,1
C310,1,1028,27,1,1,1,BA*,BS**,2,1858.099976,4.900000095,1981.400024,1
D350,1,1019,27,1,2,1,TP*,BS**,2,1794.099976,5.199999809,1807.199951,1
805,2,805,28,2,1,3,BAX07,BGX01,1,2103.199951,7.199999809,1971.699951,1
5025,2,5025,28,2,2,1,BA*,BG**,1,,7.400000095,2032.699951,1
501,2,509,29,2,2,3,BAX02,BGX02,1,2322.699951,5.099999905,2178.699951,2
502,1,509,29,1,2,3,BAX05,BSX05,2,1794.099976,15.19999981,1704.900024,2
503,1,506,29,1,2,3,BAX04,BSX04,2,1698,17.70000076,1621.199951,2
503,2,502,29,2,1,1,BA*,BG**,1,2306.699951,4.900000095,2220.600098,1
503,2,509,29,2,2,3,BAX02,BGX02,1,2322.699951,5.099999905,2178.699951,2
504,2,509,29,2,2,3,BAX02,BGX02,1,2322.699951,5.099999905,2178.699951,2
506,1,506,29,1,1,3,BAX06,BSX06,2,1810.099976,14.89999962,1721.5,2
507,2,506,29,2,1,3,BAX03,BGX03,1,2290.600098,4.599999905,2138.300049,2
509,1,509,29,1,2,3,BAX05,BSX05,2,1794.099976,15.19999981,1704.900024,2
1005,1,1005,13,1,1,1,A1,TS01,2,,12.5,1890.199951,1
3015,1,3015,13,1,2,1,BA*,BS**,2,,9.600000381,1922.199951,1
3023,2,3023,16,2,1,1,BA*,BG**,2,1986.199951,7.5,1911.199951,1
C310,1,1010,16,1,1,1,BA*,BS**,2,1810,9.199999809,1722.300049,1
C330,1,1010,16,1,1,1,BA*,BS**,2,1810,9.199999809,1722.300049,1
9267,1,9267,17,1,2,1,BA*,BS**,2,1938.199951,12.60000038,1837.599976,1
B310,1,1002,17,1,2,1,TP*,BS**,2,1922.199951,13.10000038,1958.400024,1
B330,1,1002,17,1,2,1,TP*,BS**,2,1922.199951,13.10000038,1958.400024,1
5528,2,5528,18,2,2,1,BA*,BG**,2,1746,18.70000076,1643,1
113,1,120,40,1,2,1,B5,BS05,2,1797.199951,13.60000038,1730.800049,1
116,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
117,1,120,40,1,2,1,B5,BS05,2,1797.199951,13.60000038,1730.800049,1
3023,1,3023,31,1,1,1,BA*,BS**,2,1954.300049,4,1865,1
101,1,101,32,1,2,1,B26,BS01,2,1970.300049,10,1847.5,1
101,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
102,4,102,32,4,2,1,B9,BG23,1,2226.600098,6.099999905,2136.899902,1
105,4,109,32,4,2,1,B8,BG22,1,2210.5,5.699999809,2065.600098,1
107,1,111,32,1,2,1,B30,BS05,2,1890.199951,13.19999981,1788.400024,1
107,3,104,32,3,3,2,BA261,BG281,2,2242.600098,5.800000191,2133.300049,2
108,1,105,32,1,2,1,B31,BS06,2,1858.099976,12.60000038,1770.699951,1
110,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
201,4,210,32,4,2,1,B11,BG24,1,2226.600098,6.900000095,2137.800049,1
A330,1,1021,32,1,1,1,BA*,BS**,2,1794,15,1745.099976,1
A330,2,1021,32,2,1,1,BA*,BG**,2,1697.900024,19.79999924,1607.099976,1
A351,1,1021,32,1,1,1,BA*,BS**,2,1794,15,1745.099976,1
A410,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
A453,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
A458,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
A460,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
A462,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
C330,1,2027,32,1,1,1,BA*,BS**,2,1890.099976,12.39999962,1812.099976,1
501,1,505,34,1,2,1,TP1,BS55,2,2056.699951,8.800000191,1960.300049,1
501,2,508,34,2,1,3,BAX12,BGX12,2,2133.699951,7.199999809,2009.199951,2
504,1,502,34,1,2,3,BA320,BS310,2,1810.099976,15,1714.699951,4
504,4,507,34,3,1,3,BAX01,BGX01,1,2090.399902,6.300000191,1931.599976,2
505,2,505,34,2,2,1,TP1,BG55,1,2116,7,2014.900024,1
505,4,507,34,3,1,3,BAX01,BGX01,1,2090.399902,6.300000191,1931.599976,2
507,1,502,34,1,2,3,BA320,BS310,2,1810.099976,15,1714.699951,4
508,1,505,34,1,2,1,TP1,BS55,2,2056.699951,8.800000191,1960.300049,1
508,3,508,34,3,1,3,BAX07,BGX07,2,2146.5,7,2023.699951,2
509,3,508,34,3,1,3,BAX07,BGX07,2,2146.5,7,2023.699951,2
559,1,502,34,1,2,3,BA320,BS310,2,1810.099976,15,1714.699951,4
559,2,508,34,2,1,3,BAX12,BGX12,2,2133.699951,7.199999809,2009.199951,2
560,1,502,34,1,2,3,BA320,BS310,2,1810.099976,15,1714.699951,4
801,1,801,34,1,2,1,B1,BS01,2,1802,11.60000038,1713.300049,1
802,1,801,34,1,2,1,B1,BS01,2,1802,11.60000038,1713.300049,1
902,1,1011,34,1,2,1,TP1,BS55,2,,10.89999962,1814.900024,1
505,1,506,35,1,1,4,BA502,BS302,2,1778,13.80000019,1692.900024,3
507,2,506,35,2,1,4,BA502,BG302,2,2146.5,6.699999809,2043.400024,3
1003,2,1003,35,2,2,1,TP1,BG55,1,,6.099999905,1895,1
2118,2,2118,35,2,2,1,TP1,BG56,2,,8.600000381,1827.699951,1
3010,2,3010,35,2,2,1,BA*,BG**,1,,10.69999981,1891.800049,1
3010,2,3010,35,2,1,1,BA*,BG**,1,,9.699999809,1901.400024,1
801,2,802,36,2,2,4,BAX03,BGX03,1,2386.800049,6,2235.899902,1
802,1,802,36,1,1,4,BAX05,BSX05,2,2082.399902,8.699999809,1976.199951,1
4018,1,4018,36,1,1,1,BA*,BS**,2,,6,2095.199951,1
B351,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
118,1,122,40,1,2,1,B4,BS04,2,1882.099976,11.69999981,1804.599976,1
119,1,116,40,1,2,1,B2,BS02,2,1762,14.60000038,1690.099976,1
121,1,117,40,1,2,1,B3,BS03,2,1746,14.5,1665.300049,1
121,3,114,40,3,2,2,B7,BG01,1,2210.5,7,2133,1
121,3,117,40,3,2,2,B8,BG02,1,2226.600098,5.699999809,2150.600098,1
122,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
122,1,122,40,1,2,1,B4,BS04,2,1882.099976,11.69999981,1804.599976,1
123,1,120,40,1,2,1,B5,BS05,2,1797.199951,13.60000038,1730.800049,1
124,1,116,40,1,2,1,B2,BS02,2,1762,14.60000038,1690.099976,1
160,1,122,40,1,2,1,B4,BS04,2,1882.099976,11.69999981,1804.599976,1
160,3,117,40,3,2,2,B8,BG02,1,2226.600098,5.699999809,2150.600098,1
502,1,502,40,1,1,1,BA2,BS02,2,1826.099976,14,1734.599976,1
505,1,504,40,1,1,1,BA4,BS04,2,1810.099976,14.19999981,1711.400024,1
507,1,504,40,1,1,1,BA6,BS06,2,1810.099976,14.10000038,1719,1
508,1,502,40,1,1,1,BA2,BS02,2,1826.099976,14,1734.599976,1
560,1,504,40,1,1,1,BA4,BS04,2,1810.099976,14.19999981,1711.400024,1
5008,1,5008,41,1,1,1,BA*,BS**,2,1970.199951,12.80000019,1882,1
1598,1,1598,42,1,1,1,BA1,BS01,2,,12.10000038,1859.699951,1
1598,1,1598,42,1,2,1,BA6,BS06,2,,10.5,1963.900024,1
1614,1,1614,42,1,2,1,BA*,BS**,2,,10.89999962,1907.800049,2
1627,1,1627,42,1,1,1,BA*,BS**,2,,7.199999809,1978.300049,1
7025,1,7025,42,1,1,1,BA*,BS**,2,,11.5,1843.699951,1
