LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,TEST_NO,FIELD_SET,LOC_NO,SAMPLE_NO,MR_MATL_TYPE,MAX_DRY_DENSITY,COMP_MOIST_CONT,COMP_DRY_DENSITY,CONSTRUCTION_NO
A320,2,1094,48,2,2,1,TP1,BG55,1,,5.099999905,2035.900024,1
5020,1,5020,46,1,2,1,TP*,BS**,1,2034.300049,6.599999905,2086.100098,1
602,1,602,47,1,3,1,TP1,BS55,2,1919,11.5,1804.5,2
268,1,265,4,1,2,1,B315,BS15,2,1986.300049,11.30000019,1849.300049,1
268,1,267,4,1,2,1,B316,BS16,2,2002.300049,10.89999962,1860.5,1
501,2,508,4,2,1,3,BA262,BG262,1,2114.399902,7.199999809,1974.099976,5
502,1,502,4,1,1,1,TP2,BS92,2,2050.399902,7.699999809,1938.900024,1
503,1,504,4,1,1,1,TP1,BS92,2,2146.5,7,2024.699951,1
503,1,509,4,1,1,1,B*,BS**,2,2082.399902,7.800000191,1973,1
503,2,508,4,2,1,3,BA261,BG261,1,2162.5,5.699999809,2034.599976,5
504,1,509,4,1,1,1,B*,BS**,2,2082.399902,7.800000191,1973,1
504,1,559,4,1,2,1,BA*,BS**,2,1986.300049,9.800000191,1882,1
506,2,508,4,2,1,3,BA262,BG262,1,2114.399902,7.199999809,1974.099976,5
507,1,559,4,1,2,1,BA*,BS**,2,1986.300049,9.800000191,1882,1
508,2,508,4,2,1,3,BA262,BG262,1,2114.399902,7.199999809,1974.099976,5
508,2,508,4,2,1,3,BA261,BG261,1,2162.5,5.699999809,2034.599976,5
509,1,502,4,1,1,1,TP2,BS92,2,2050.399902,7.699999809,1938.900024,1
559,1,504,4,1,1,1,TP1,BS92,2,2146.5,7,2024.699951,1
560,1,505,4,1,2,1,B*,BS*,2,2018.300049,8.899999619,1911.099976,1
501,2,508,35,2,1,4,BA505,BG308,2,2178.5,6.5,2032.5,3
503,1,504,35,1,1,4,BAX01,BSX01,2,1970.300049,11,1888,3
505,2,508,35,2,1,4,BA505,BG308,2,2178.5,6.5,2032.5,3
801,1,801,35,1,2,4,BAX01,BSX01,2,1842.099976,13.39999962,1741.199951,1
801,2,802,35,2,2,4,BA305,BG307,2,2184.899902,4.800000191,2074.100098,1
1002,1,1002,35,1,2,1,TP1,BS55,2,,8.800000191,1843.699951,1
1112,2,1112,35,2,1,1,BA*,BG**,1,,13.10000038,1875.800049,1
2118,1,2118,35,1,2,1,TP1,BS55,2,,5.800000191,1699.599976,1
6035,3,6035,35,3,1,1,BA3,BG03,1,,7.599999905,2010.300049,1
801,1,801,36,1,2,1,B1,BS01,2,1936.599976,9.399999619,1849,1
859,2,802,36,2,1,4,BAX02,BGX02,1,2386.800049,5.800000191,2244,1
B350,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
B353,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
B410,1,3801,39,1,2,1,BA*,BS**,2,1906.199951,10.69999981,1797.900024,1
113,3,114,40,3,2,2,B7,BG01,1,2210.5,7,2133,1
564,2,502,1,2,2,1,TP1,BG56,2,1957.400024,10.89999962,1869.099976,1
564,2,4155,1,2,1,1,BA*,BG**,1,,4.800000191,2136.899902,1
603,1,606,1,1,2,3,BAX03,BSX03,2,1810.099976,13.80000019,1725.599976,2
603,2,605,1,2,3,1,TP1,BG57,1,2306.699951,4.599999905,2219.5,2
662,1,606,1,1,2,3,BAX04,BSX04,2,1744.400024,13.80000019,1657,2
662,2,605,1,2,3,1,TP1,BG57,1,2306.699951,4.599999905,2219.5,2
A330,2,1094,48,2,2,1,TP1,BG55,1,,5.099999905,2035.900024,1
A807,1,A807,48,1,2,8,BAX02,BSX02,2,1826.099976,13.10000038,1726.599976,1
C410,2,3589,48,2,2,1,BA*,BG**,2,,7.599999905,1947.800049,1
C420,1,3589,48,1,1,1,BA*,BS**,2,,9.800000191,1864.5,1
D330,2,2172,48,2,2,1,TP1,BG55,1,,13.80000019,1890.199951,1
D330,2,2172,48,2,1,1,BA*,BG**,2,,8.100000381,2114.399902,1
G330,2,1169,48,2,1,1,BA*,BG**,2,,8,2027.900024,1
G350,1,1169,48,1,2,1,BA*,BS**,2,,11,1760.400024,1
I310,1,3559,48,1,1,1,BA*,BS**,2,,20.39999962,1523.400024,1
I340,2,3559,48,2,2,1,BA*,BG**,1,,13.10000038,1810.099976,1
J310,3,1122,48,3,2,1,TP1,BG55,2,,3.900000095,2125.600098,1
J330,2,1122,48,2,1,1,BA*,BG**,2,,10.89999962,1845.300049,1
571,2,564,6,2,2,1,BA9,BG04,1,2130.5,7.199999809,2067.199951,1
811,1,811,6,1,1,3,BA664,BS664,2,1731.599976,12.69999981,1632.300049,2
811,1,812,6,1,2,1,B8,BS08,2,1746,14,1643.800049,1
2038,1,2038,6,1,1,1,BA*,BS**,2,1890.099976,13.19999981,1837.099976,1
3019,1,3019,6,1,2,1,BA*,BS**,2,1874.099976,12.10000038,1820.400024,1
3019,2,3019,6,2,2,1,BA*,BG**,2,2114.399902,7.800000191,2029.300049,1
3030,1,3030,6,1,1,1,BA*,BS**,2,1665.900024,19.10000038,1613.400024,1
8151,1,8151,6,1,2,1,TP1,BS91,2,,4.5,2016,1
8201,1,8201,6,1,1,1,BA*,BS**,2,1842.099976,12.80000019,1787.900024,1
8534,1,8534,6,1,1,1,BA*,BS**,2,1874.099976,12.19999981,1827.900024,1
8534,2,8534,6,2,2,1,TP1,BG92,2,2098.399902,6.5,2012.5,1
A311,1,1253,6,1,1,1,BA*,BS**,2,1938.199951,11.60000038,1862.199951,1
A410,2,3021,6,2,2,1,BA*,BG**,2,2114.399902,7.599999905,2004.5,1
A412,1,3021,6,1,2,1,BA*,BS**,2,1938.199951,11.10000038,1843.599976,1
560,2,509,4,2,1,1,B*,BG**,1,2210.5,5.400000095,2030,1
602,2,608,4,2,2,1,B*,BG**,1,2130.5,7.5,2061.600098,1
602,3,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
605,3,603,4,2,2,1,B*,BG**,1,2194.5,5.699999809,2106.5,1
661,2,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
662,3,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
663,2,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
665,2,603,4,2,2,1,B*,BG**,1,2194.5,5.699999809,2106.5,1
666,2,603,4,2,2,1,B*,BG**,1,2194.5,5.699999809,2106.5,1
666,2,604,4,2,2,1,B*,BG**,1,2242.600098,6,2092.199951,1
669,2,603,4,2,2,1,B*,BG**,1,2194.5,5.699999809,2106.5,1
1001,1,1001,4,1,2,1,TP1,BS91,2,,5.199999809,1895.199951,2
1015,1,1015,4,1,2,1,TP1,BS92,2,1762,15.30000019,1679.400024,1
1022,1,1022,4,1,2,1,TP1,BS93,2,,10.60000038,1955.300049,1
6053,1,6053,4,1,2,1,TP1,BS92,2,2082.300049,6.400000095,2007.900024,1
6060,1,6060,4,1,2,1,TP1,BS92,2,,8.399999619,2046.900024,2
A445,1,7613,4,1,1,1,BA*,BS**,2,1986.199951,11.5,1840.699951,1
A448,1,7613,4,1,1,1,BA*,BS**,2,1986.199951,11.5,1840.699951,1
A449,1,7613,4,1,1,1,BA*,BS**,2,1986.199951,11.5,1840.699951,1
B320,1,1021,4,1,2,1,TP1,BS92,2,1922.199951,10.39999962,1839.5,1
B902,1,1007,4,1,2,1,TP1,BS91,2,2018.300049,8.899999619,1946.400024,1
B903,1,1007,4,1,2,1,TP1,BS91,2,2018.300049,8.899999619,1946.400024,1
801,2,859,37,2,2,1,B6,BG03,1,2226.600098,5.5,2173.199951,1
859,2,801,37,2,2,1,B4,BG01,1,2242.600098,5.699999809,2186.899902,1
1992,1,1992,37,1,1,1,BA*,BS**,2,,17.20000076,1653.099976,1
2825,1,2825,37,1,2,1,TP1,BS55,2,,10.10000038,1975.099976,1
3008,1,3008,37,1,1,1,BA*,BS**,2,,16,1730,1
1645,1,1645,88,1,1,1,BA*,BS**,2,,12,1952.699951,1
1646,1,1646,88,1,2,1,TP1,BS55,2,,9.5,1758.800049,1
3001,1,3001,89,1,1,1,BA*,BS**,2,,12,1715.599976,1
9018,1,9018,89,1,2,1,BA*,BS**,2,,8.800000191,2013.5,1
B310,3,6405,90,3,2,1,TP*,BG**,1,2274.600098,3.599999905,2110.100098,1
B320,3,6405,90,3,1,1,TP*,BG**,1,2290.600098,6.300000191,2147.300049,1
B331,3,6405,90,3,2,1,TP*,BG**,1,2274.600098,3.599999905,2110.100098,1
1001,1,1001,1,1,2,1,TP1,BS55,1,,6.900000095,2011.900024,1
3998,1,3998,1,1,2,1,BA*,BS**,2,,10.89999962,1853.300049,2
4007,3,4007,1,3,1,1,BA*,BG**,1,,5.199999809,2285.800049,1
4073,1,4073,1,1,1,1,BA*,BS**,2,,20.20000076,1619.5,1
4073,3,4073,1,3,1,1,BA*,BG**,1,,6.099999905,2176.899902,1
A310,1,4125,1,1,2,1,BA*,BS**,2,,9.899999619,1979.900024,1
A310,2,4125,1,2,1,1,BA*,BG**,2,,8.300000191,2013.5,1
A320,1,4125,1,1,1,1,BA*,BS**,2,,9.5,1984.699951,1
A330,2,4125,1,2,2,1,BA*,BG**,2,,7.900000095,2069.600098,1
A340,1,4125,1,1,1,1,BA*,BS**,2,,9.5,1984.699951,1
B310,2,1019,1,2,1,1,BA*,BG**,1,,6.5,2045.599976,1
B350,2,1019,1,2,1,1,BA*,BG**,1,,6.5,2045.599976,1
114,1,116,4,1,2,1,B310,BS10,1,2130.5,7.5,2053.899902,1
114,1,119,4,1,2,1,B307,BS07,1,2130.5,7.099999905,2048.600098,1
114,2,119,4,2,2,1,B308,BG08,1,2210.5,5.699999809,2045.900024,1
116,1,116,4,1,2,1,B310,BS10,1,2130.5,7.5,2053.899902,1
119,2,120,4,2,2,1,B316,BG16,1,2242.600098,4.800000191,2071.800049,1
120,1,123,4,1,2,1,B306,BS06,1,2130.5,8.100000381,2011.400024,1
161,1,121,4,1,1,3,BA263,BS263,2,2114.399902,8,2005,2
161,1,162,4,1,2,1,B320,BS20,1,2114.399902,7.599999905,1981.599976,1
161,2,118,4,2,2,1,B312,BG12,1,2242.600098,5.300000191,2142.5,1
161,2,120,4,2,2,1,B316,BG16,1,2242.600098,4.800000191,2071.800049,1
163,1,162,4,1,2,1,B320,BS20,1,2114.399902,7.599999905,1981.599976,1
213,1,216,4,1,2,1,B306,BS06,2,2018.300049,9.5,1900.300049,1
213,1,217,4,1,2,1,B309,BS09,2,1986.300049,11.10000038,1879.199951,1
A420,1,3021,6,1,1,1,BA*,BS**,2,1922.199951,8.5,1834.900024,1
A421,2,3021,6,2,2,1,BA*,BG**,2,2114.399902,7.599999905,2004.5,1
A430,1,3021,6,1,1,1,BA*,BS**,2,1922.199951,8.5,1834.900024,1
A441,2,3021,6,2,2,1,BA*,BG**,2,2114.399902,7.599999905,2004.5,1
A443,2,3021,6,2,1,1,BA*,BG**,2,2050.300049,8.699999809,1946,1
A806,2,A806,6,2,2,3,BA263,BG263,1,2258.600098,6.099999905,2111,1
A806,2,A806,6,2,1,3,BA262,BG262,1,2226.600098,5.900000095,2102.399902,1
214,2,221,8,2,1,5,BAX04,BGX04,1,2186.5,5.800000191,2048.699951,1
216,1,216,8,1,1,5,BA261,BS261,2,1947.800049,10,1862.699951,2
216,2,214,8,2,2,1,B10,BG10,1,2226.600098,6.699999809,2121.699951,1
223,2,223,8,2,1,5,BAX06,BGX06,1,2205.699951,4.599999905,2071.899902,1
224,1,224,8,1,2,1,B5,BS05,2,1842.099976,10.69999981,1722.800049,1
224,2,221,8,2,1,5,BAX04,BGX04,1,2186.5,5.800000191,2048.699951,1
259,1,224,8,1,2,1,B5,BS05,2,1842.099976,10.69999981,1722.800049,1
A330,2,1013,26,2,1,1,BA*,BG**,1,1665.900024,15.5,1574.599976,2
C310,1,1001,26,1,7,1,TP*,BS**,2,1698,15.60000038,1614.599976,1
C310,2,1001,26,2,2,1,TP*,BG**,1,2194.5,3.200000048,2115.399902,1
C340,1,1001,26,1,7,1,TP*,BS**,2,1698,15.60000038,1614.599976,1
6013,1,6013,8,1,2,1,TP1,BS93,2,,4.199999809,1962.400024,1
101,1,159,10,1,1,1,B6,BS06,2,1986.199951,9.300000191,1917.099976,1
102,1,103,10,1,1,1,B3,BS03,2,1856.5,12.80000019,1779,1
102,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
102,1,112,10,1,2,1,B4,BS04,2,1997.400024,10.30000019,1905.400024,1
102,1,112,10,1,1,1,B11,BS11,2,2026.300049,8,1924,1
102,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
102,2,111,10,2,2,2,BAX08,BSX08,2,1954.300049,9.399999619,1849.599976,2
102,3,101,10,3,2,1,B16,BG02,1,2322.699951,5,2251.800049,1
103,2,160,10,2,2,2,BAX07,BSX07,2,1928.599976,9.100000381,1829.699951,2
104,1,107,10,1,2,1,B8,BS08,2,1866.099976,9.600000381,1789.800049,1
104,1,159,10,1,1,1,B6,BS06,2,1986.199951,9.300000191,1917.099976,1
105,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
105,1,103,10,1,2,1,B10,BS10,2,1922.199951,8.899999619,1821.699951,1
105,1,107,10,1,2,1,B8,BS08,2,1866.099976,9.600000381,1789.800049,1
105,2,160,10,2,2,2,BAX07,BSX07,2,1928.599976,9.100000381,1829.699951,2
B340,1,1002,17,1,2,1,TP*,BS**,2,1922.199951,13.10000038,1958.400024,1
5528,2,5528,18,2,7,1,BA*,BG**,2,1746,9.699999809,1659.800049,1
501,1,506,35,1,1,4,BA502,BS302,2,1778,13.80000019,1692.900024,3
501,2,506,35,2,1,4,BA502,BG302,2,2146.5,6.699999809,2043.400024,3
506,1,506,35,1,1,4,BA502,BS302,2,1778,13.80000019,1692.900024,3
507,2,508,35,2,1,4,BA505,BG308,2,2178.5,6.5,2032.5,3
509,2,508,35,2,1,4,BA505,BG308,2,2178.5,6.5,2032.5,3
2118,3,2118,35,3,2,1,TP1,BG55,1,,4.400000095,2066.399902,1
6033,1,6033,35,1,1,1,BA*,BS**,2,,8.100000381,1936.599976,1
801,1,801,36,1,2,4,BAX04,BSX04,2,2050.399902,7.699999809,1951.300049,1
859,1,801,36,1,2,4,BAX04,BSX04,2,2050.399902,7.699999809,1951.300049,1
859,1,801,36,1,2,1,B1,BS01,2,1936.599976,9.399999619,1849,1
859,1,859,36,1,3,1,B3,BS03,2,1886.900024,10.80000019,1807.599976,1
859,2,802,36,2,2,4,BAX03,BGX03,1,2386.800049,6,2235.899902,1
B310,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
B330,1,1644,36,1,1,1,BA*,BS**,2,,7.400000095,1822.900024,1
B310,1,1501,53,1,2,1,TP1,BS94,2,1826.099976,14.10000038,1747.699951,1
B330,1,1501,53,1,2,1,TP1,BS94,2,1826.099976,14.10000038,1747.699951,1
B350,1,1501,53,1,2,1,TP1,BS94,2,1826.099976,14.10000038,1747.699951,1
1640,1,1640,54,1,2,1,TP1,BS55,2,,14.60000038,1911,1
4003,1,4003,54,1,2,1,BA*,BS**,2,,10.30000019,1978.300049,1
113,3,113,55,3,2,1,B16,BG09,1,2258.600098,5.5,2212.600098,1
114,2,116,55,2,1,1,B8,BG01,1,2242.600098,5.599999905,2146.600098,1
115,3,122,55,3,2,2,BAX02,BGX02,1,2242.600098,5,2069.699951,1
117,3,120,55,3,2,1,B17,BG10,1,2242.600098,6.599999905,2160.199951,1
117,3,122,55,3,1,2,BAX01,BGX01,1,2226.600098,5.099999905,2064.600098,1
119,2,122,55,2,2,2,BAX08,BGX08,1,2082.399902,8,1966.599976,1
120,3,120,55,3,2,1,B17,BG10,1,2242.600098,6.599999905,2160.199951,1
121,2,122,55,2,1,1,B9,BG02,1,2258.600098,4.400000095,2213.399902,1
122,2,122,55,2,2,2,BAX08,BGX08,1,2082.399902,8,1966.599976,1
123,1,122,55,1,2,2,BA305,BS305,2,2039.199951,6.900000095,1931.300049,1
123,2,122,55,2,1,2,BAX07,BGX07,1,2194.5,5.699999809,2053.100098,1
124,2,116,55,2,1,1,B8,BG01,1,2242.600098,5.599999905,2146.600098,1
124,2,122,55,2,2,2,BAX08,BGX08,1,2082.399902,8,1966.599976,1
213,1,216,55,1,2,2,BAX17,BSX17,2,2066.399902,8.100000381,1949.699951,1
103,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
103,1,112,10,1,1,1,B11,BS11,2,2026.300049,8,1924,1
103,2,111,10,2,2,2,BAX08,BSX08,2,1954.300049,9.399999619,1849.599976,2
104,1,112,10,1,2,1,B4,BS04,2,1997.400024,10.30000019,1905.400024,1
105,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
106,1,108,10,1,1,1,B5,BS05,2,1919,10.80000019,1819.699951,1
107,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
107,2,160,10,2,2,2,BAX07,BSX07,2,1928.599976,9.100000381,1829.699951,2
108,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
108,1,159,10,1,1,1,B6,BS06,2,1986.199951,9.300000191,1917.099976,1
108,3,102,10,3,2,1,B15,BG01,1,2354.699951,6.400000095,2240.5,1
109,1,103,10,1,1,1,B3,BS03,2,1856.5,12.80000019,1779,1
109,1,107,10,1,1,1,B1,BS01,2,2032.699951,9.100000381,1949.599976,1
109,1,159,10,1,1,1,B6,BS06,2,1986.199951,9.300000191,1917.099976,1
109,2,109,10,2,2,2,BAX06,BSX06,2,1992.699951,8,1892.099976,2
110,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
111,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
111,1,102,10,1,1,1,B2,BS02,2,1957.400024,9.699999809,1853.900024,1
760,2,701,29,2,1,1,TP1,BG55,1,2210.5,5.800000191,2042.5,1
5403,1,5403,29,1,2,1,TP*,BS**,2,1938.199951,13.39999962,1894.900024,2
6067,1,6067,29,1,2,1,TP*,BS**,2,1858.099976,15.19999981,1819.300049,1
E410,2,4142,48,2,1,1,BA*,BG**,2,,7.800000191,1851.699951,1
E430,2,4142,48,2,1,1,BA*,BG**,2,,7.800000191,1851.699951,1
I320,1,3559,48,1,1,1,BA*,BS**,2,,20.39999962,1523.400024,1
J320,1,1122,48,1,1,1,BA*,BS**,2,,8.800000191,1728.400024,1
J330,3,1122,48,3,1,1,BA*,BG**,2,,5.900000095,2076,1
J350,3,1122,48,3,2,1,TP1,BG55,2,,3.900000095,2125.600098,1
J351,3,1122,48,3,1,1,BA*,BG**,2,,5.900000095,2076,1
L320,1,3769,48,1,1,1,BA*,BS**,2,,11.30000019,1840.5,1
L320,2,3769,48,2,2,1,TP1,BG55,1,,6,2140.100098,1
N350,1,3739,48,1,1,1,BA*,BS**,2,,10.30000019,1568.199951,1
803,3,804,49,3,1,1,B8,BG08,1,2098.399902,9,2054.100098,1
1004,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
7083,1,7083,49,1,2,1,BA*,BS**,2,2034.300049,9.199999809,1962.199951,1
802,1,802,37,1,2,1,B2,BS02,2,1826.099976,12.89999962,1732.800049,1
802,1,802,37,1,2,2,BAX08,BSX08,2,2050.399902,9.100000381,1944.599976,1
802,1,802,37,1,2,2,BAX04,BSX04,2,1986.300049,8.100000381,1881.400024,1
859,2,859,37,2,2,1,B6,BG03,1,2226.600098,5.5,2173.199951,1
1024,2,1024,37,2,1,1,BA*,BG**,2,,5.900000095,2077.600098,1
1992,2,1992,37,2,1,1,BA*,BG**,1,,8.199999809,2053.600098,1
3011,1,3011,37,1,2,1,TP1,BS55,2,,12,1848.5,1
3807,1,3807,37,1,2,1,TP1,BS55,2,,11.30000019,1883.800049,1
5037,2,5037,37,2,2,1,BA*,BG**,1,,10.5,2035.900024,1
5827,1,5827,37,1,2,1,TP1,BS55,2,,11.30000019,1794.099976,1
6450,1,6450,83,1,1,1,TP1,BS**,2,1794.099976,6.300000191,1681.199951,1
3803,1,3803,84,1,2,1,BA*,BS**,2,,9.800000191,1930.199951,2
3803,1,3803,84,1,1,1,BA*,BS**,2,,12.69999981,1842.099976,2
3002,1,3002,89,1,1,1,BA*,BS**,2,,9.699999809,2013.5,1
3015,1,3015,89,1,1,1,BA*,BS**,2,,12.30000019,1680.300049,1
9018,1,9018,89,1,1,1,BA*,BS**,2,,9.800000191,1774.800049,1
112,1,102,10,1,2,1,B9,BS09,2,1907.699951,9.800000191,1789.199951,1
112,2,160,10,2,2,2,BAX07,BSX07,2,1928.599976,9.100000381,1829.699951,2
159,1,104,10,1,1,1,B7,BS07,2,1891.699951,9.699999809,1781.800049,1
159,1,159,10,1,2,1,B13,BS13,2,1844.199951,8.800000191,1802.699951,1
159,2,104,10,2,2,2,BAX09,BSX09,1,2050.399902,7.099999905,1914.900024,2
201,2,201,10,2,1,2,B6,BG06,2,1882.099976,7.599999905,1806.699951,1
201,3,204,10,3,2,1,B13,BG07,1,2354.699951,6.099999905,2253.899902,1
202,2,211,10,2,1,7,BA312,BS320,2,2076,6.900000095,1973.800049,1
203,2,212,10,2,1,6,BA303,BS305,2,1983.099976,10.19999981,1882.5,2
203,3,201,10,3,2,2,B15,BG09,1,2338.699951,6.5,2245.699951,1
204,1,202,10,1,1,2,B3,BG03,2,1813.199951,9.699999809,1740.199951,1
205,2,201,10,2,1,6,BA318,BS332,2,1851.699951,10.10000038,1756.400024,3
206,1,202,10,1,2,1,B9,BS03,2,1991,10.10000038,1906.300049,1
206,2,211,10,2,1,7,BA312,BS320,2,2076,6.900000095,1973.800049,1
208,2,204,10,2,2,1,B1,BG01,2,1907.699951,7.800000191,1821.300049,1
209,3,202,10,3,1,6,BA309,BG309,1,2338.699951,6.099999905,2173.399902,1
210,1,207,10,1,1,1,B10,BS04,2,2013.5,10,1921.699951,1
211,1,211,10,1,1,7,BA313,BS323,2,2002.300049,8.800000191,1907.300049,1
211,3,201,10,3,2,2,B15,BG09,1,2338.699951,6.5,2245.699951,1
211,3,202,10,3,1,6,BA310,BG310,1,2290.600098,5.900000095,2206.699951,1
259,1,202,10,1,1,2,B3,BG03,2,1813.199951,9.699999809,1740.199951,1
214,2,218,55,2,1,1,B15,BG02,1,2178.5,6.900000095,2077.100098,1
214,2,262,55,2,2,2,BAX12,BGX12,1,2178.5,5.199999809,2020.900024,1
216,1,216,55,1,2,2,BAX28,BSX28,2,2047.199951,9.300000191,1934,1
216,1,216,55,1,2,2,BAX17,BSX17,2,2066.399902,8.100000381,1949.699951,1
216,2,221,55,2,2,2,BAX06,BSX06,2,1906.199951,8.899999619,1811.699951,1
217,1,216,55,1,2,2,BAX28,BSX28,2,2047.199951,9.300000191,1934,1
219,1,216,55,1,2,2,BAX28,BSX28,2,2047.199951,9.300000191,1934,1
219,2,213,55,2,2,2,BAX08,BSX08,1,2194.5,5.800000191,2059.199951,1
220,1,213,55,1,2,2,BAX18,BSX18,2,2130.5,7,2003.300049,1
221,1,221,55,1,1,2,BAX26,BSX26,1,2194.5,6,2057,1
222,2,265,55,2,2,1,B18,BG05,1,2226.600098,5.800000191,2129.399902,1
222,4,213,55,3,2,2,BAX02,BGX02,1,2226.600098,6,2169.300049,1
223,3,213,55,3,2,2,BAX02,BGX02,1,2226.600098,6,2169.300049,1
223,3,215,55,3,2,1,B21,BG08,1,2210.5,5.300000191,2139,1
259,1,216,55,1,2,2,BAX17,BSX17,2,2066.399902,8.100000381,1949.699951,1
259,1,218,55,1,2,2,BAX22,BSX22,2,2050.399902,7.699999809,1945.300049,1
259,3,216,55,3,2,2,BAX01,BGX01,1,2274.600098,4.800000191,2180.300049,1
260,2,213,55,2,2,2,BAX08,BSX08,1,2194.5,5.800000191,2059.199951,1
A310,1,1004,49,1,2,1,TP1,BS92,2,,10.30000019,1954.199951,1
A310,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
A330,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
A352,1,1004,49,1,2,1,TP1,BS92,2,,10.30000019,1954.199951,1
A390,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
B350,2,1017,49,2,2,1,TP1,BG92,2,,15.69999981,1831.199951,2
B351,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
C330,1,1006,49,1,1,1,BA*,BS**,2,2050.300049,11,1975.5,1
C351,1,1006,49,1,1,1,BA*,BS**,2,2050.300049,11,1975.5,1
D430,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D443,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D460,1,7086,49,1,2,1,TP1,BS91,2,1906.099976,12.5,1811.199951,1
812,1,812,6,1,2,1,B8,BS08,2,1746,14,1643.800049,1
2038,1,2038,6,1,2,1,TP1,BS92,2,1874.099976,14.80000019,1793.5,1
2647,2,2647,6,2,1,1,BA*,BG**,2,2114.399902,6.800000191,2043.5,1
3030,1,3030,6,1,2,1,BA*,BS**,2,1601.800049,22.5,1552.199951,1
7493,1,7493,6,1,1,1,BA*,BS**,2,2114.399902,8.5,2016.900024,1
9048,1,9048,6,1,1,1,BA*,BS**,2,2066.300049,8.399999619,1969.5,1
A330,1,1253,6,1,1,1,BA*,BS**,2,1938.199951,11.60000038,1862.199951,1
A361,1,1253,6,1,1,1,BA*,BS**,2,1938.199951,11.60000038,1862.199951,1
A362,1,1253,6,1,1,1,BA*,BS**,2,1938.199951,11.60000038,1862.199951,1
A411,2,3021,6,2,1,1,BA*,BG**,2,2050.300049,8.699999809,1946,1
A412,1,3021,6,1,1,1,BA*,BS**,2,1922.199951,8.5,1834.900024,1
A412,2,3021,6,2,1,1,BA*,BG**,2,2050.300049,8.699999809,1946,1
A423,1,3021,6,1,1,1,BA*,BS**,2,1922.199951,8.5,1834.900024,1
B421,1,7455,6,1,1,1,BA1,BS01,2,1794,13.19999981,1747.599976,1
B451,1,7455,6,1,1,1,BA1,BS01,2,1794,13.19999981,1747.599976,1
216,2,222,8,2,1,5,BAX05,BGX05,1,2199.300049,5.300000191,2048.399902,4
6412,1,6412,90,1,2,1,TP*,BS**,2,1810.099976,12.19999981,1847.300049,1
B310,3,6405,90,3,7,1,TP2,BG56,1,2274.600098,5.900000095,2200.699951,1
B331,3,6405,90,3,7,1,TP2,BG56,1,2274.600098,5.900000095,2200.699951,1
B351,3,6405,90,3,7,1,TP2,BG56,1,2274.600098,5.900000095,2200.699951,1
502,2,502,1,2,2,1,TP1,BG56,2,1957.400024,10.89999962,1869.099976,1
502,2,504,1,2,2,4,BA305,BG312,2,2034.300049,8.600000381,1927.699951,2
502,3,504,1,3,2,4,BA304,BG309,1,2242.600098,6,2095.300049,2
504,2,506,1,2,2,4,BA302,BG304,2,2146.5,5.900000095,2029.300049,2
504,2,506,1,2,2,4,BA301,BG302,2,2178.5,6.900000095,2041.099976,2
505,2,502,1,2,1,1,TP1,BG56,2,2018.300049,9.399999619,1897.900024,1
4042,1,4042,18,1,2,1,BA*,BS**,2,1858.099976,12,1744.800049,1
262,3,214,55,3,2,1,B22,BG09,1,2242.600098,4.5,2190.5,1
264,1,216,55,1,2,2,BAX17,BSX17,2,2066.399902,8.100000381,1949.699951,1
264,3,213,55,3,2,2,BAX02,BGX02,1,2226.600098,6,2169.300049,1
265,2,218,55,2,2,2,BAX13,BGX13,1,2034.300049,6.900000095,1916.699951,1
