LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001
1,209,211,10,1,7,1,BA313,1,BS323,100,100,100,100,100,100,100,98,97,73,36,22.39999962,19.20000076,10,
1,212,207,10,1,1,2,B10,1,BS04,100,100,100,100,100,100,99,99,98,78,41,32,18.60000038,10.19999981,
1,259,204,10,1,4,1,BA301,2,BS302,100,100,100,99,99,99,99,98,98,78,26,10.80000019,7.900000095,4.400000095,
2,259,202,10,2,6,1,BA309,1,BS314,100,100,100,98,97,96,96,95,95,75,28,12,8.300000191,4.599999905,
2,259,202,10,2,6,1,BA310,1,BS316,100,100,100,99,98,97,96,94,93,71,28,12.69999981,8,4.599999905,
1,260,207,10,1,1,2,B10,1,BS04,100,100,100,100,100,100,99,99,98,78,41,32,18.60000038,10.19999981,
1,5004,5004,10,1,1,1,BX02,1,BSX02,95,94,86,81,77,72,68,61,53,20,7,5,4.5,1.700000048,1.700000048
1,108,112,12,1,1,2,B3,1,BS03,100,96.90000153,96.90000153,94.80000305,93.09999847,89,86.30000305,76.80000305,65.80000305,47.79999924,36.09999847,14.39999962,8.800000191,4.599999905,
1,112,112,12,1,1,2,B3,1,BS03,100,96.90000153,96.90000153,94.80000305,93.09999847,89,86.30000305,76.80000305,65.80000305,47.79999924,36.09999847,14.39999962,8.800000191,4.599999905,
1,503,508,12,1,3,2,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012,0.699999988,0.600000024,
1,504,563,12,1,1,2,TP3,1,BS57,100,100,100,100,100,100,100,100,100,67,17.20000076,0.300000012,,,
1,504,565,12,1,3,1,BA501,2,BS304,100,100,100,100,100,100,100,99,99,79,21,1.200000048,1.200000048,1.200000048,
1,505,506,12,1,3,2,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5,0.5,0.5,
1,506,1030,12,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,71,17,1.100000024,1,0.699999988,0
1,508,503,12,1,3,1,BAX01,2,BSX01,100,100,100,100,100,100,100,100,99,85,5,0.300000012,0.300000012,0.200000003,
1,508,508,12,1,3,2,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012,0.699999988,0.600000024,
1,562,506,12,1,3,2,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5,0.5,0.5,
1,563,508,12,1,3,2,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012,0.699999988,0.600000024,
1,103,102,1,1,5,1,BA511,2,BS314,100,100,100,100,99,96,94,91,88,82,75,60.59999847,50,30.70000076,27.5
1,105,110,1,1,5,2,BA301,1,BS307,100,100,100,98,97,97,96,96,93,84,76,62.90000153,45.09999847,24.20000076,20.60000038
1,106,106,1,1,1,2,B4,1,BS04,100,100,100,100,100,99,98.40000153,97.59999847,96,91,85.30000305,72.30000305,52.29999924,29.5,
1,109,102,1,1,5,1,BA510,2,BS313,100,100,100,100,100,99,98,95,93,84,76,62.79999924,46,23.29999924,20
1,110,109,1,1,5,2,BA506,1,BS306,100,100,100,99,99,98,97,94,91,84,76,65.90000153,50.5,32.70000076,29.60000038
1,110,110,1,1,5,2,BA507,1,BS308,100,100,96,96,96,95,94,92,90,81,73,59,46,24.70000076,21.79999924
1,111,106,1,1,1,2,B4,1,BS04,100,100,100,100,100,99,98.40000153,97.59999847,96,91,85.30000305,72.30000305,52.29999924,29.5,
1,161,109,1,1,5,2,BA506,1,BS306,100,100,100,99,99,98,97,94,91,84,76,65.90000153,50.5,32.70000076,29.60000038
1,162,102,1,1,5,1,BA511,2,BS314,100,100,100,100,99,96,94,91,88,82,75,60.59999847,50,30.70000076,27.5
1,163,102,1,1,5,1,BA509,2,BS312,100,100,99,99,99,98,97,96,90,77,64,40,27.10000038,15.60000038,13.89999962
1,163,110,1,1,5,2,BA507,1,BS308,100,100,96,96,96,95,94,92,90,81,73,59,46,24.70000076,21.79999924
1,502,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,
1,504,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,505,508,1,1,1,2,BA6,1,BS06,100,100,100,100,100,98.40000153,97.80000305,96.40000153,94.40000153,70.69999695,33.90000153,23.20000076,14.39999962,8.600000381,
1,505,4155,1,1,1,2,BA*,1,BS**,100,100,100,100,99,98,97,94,93,75,41,27.70000076,25.10000038,22,
1,506,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,
1,506,506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,
1,506,508,1,1,1,2,BA4,1,BS04,100,100,100,100,100,97.09999847,95.59999847,93.80000305,91.90000153,68.30000305,33.40000153,23.10000038,19.5,15.39999962,
1,507,506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,
1,508,506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,
1,509,506,1,1,1,1,BA1,1,BS01,100,100,100,100,100,98.69999695,98,97.30000305,96.19999695,65.19999695,30.60000038,18.89999962,13.39999962,7.300000191,
1,509,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,
1,509,508,1,1,1,2,BA5,1,BS05,100,100,100,100,100,96.90000153,95.90000153,94.30000305,92.30000305,70.5,33,22.39999962,19.10000038,14.80000019,
1,563,506,1,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,99.30000305,98.19999695,66,32.79999924,20.60000038,14.39999962,8.5,
1,563,506,1,1,4,2,BA302,2,BS302,100,100,100,100,100,99,98,95,93,66,35,22.39999962,21,15,
1,563,506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,
1,563,508,1,1,1,2,BA6,1,BS06,100,100,100,100,100,98.40000153,97.80000305,96.40000153,94.40000153,70.69999695,33.90000153,23.20000076,14.39999962,8.600000381,
1,563,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,564,506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,
1,564,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,602,608,1,1,3,1,BAX01,2,BSX01,100,100,100,99,97,95,94,90,86,79,75,69,52.29999924,33.29999924,
1,606,606,1,1,3,1,BA511,2,BS306,100,100,100,97,93,88,85,78,71,61,57,50.79999924,34.09999847,23.39999962,
1,661,606,1,1,3,2,BA507,2,BS312,100,100,94,90,87,80,76,67,60,53,50,46,34.29999924,23.70000076,
1,661,606,1,1,3,1,BA511,2,BS306,100,100,100,97,93,88,85,78,71,61,57,50.79999924,34.09999847,23.39999962,
1,663,605,1,1,1,3,TP1,2,BS57,100,100,100,99,97,93,91,84,81,73,69,60.70000076,38.40000153,24.70000076,
1,1019,1019,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,95,89,77,53.20000076,28,15.10000038,0
1,3998,3998,1,1,1,1,BA*,2,BS**,100,100,100,100,100,100,100,100,100,94,59,32.59999847,23,19,0
1,4007,4007,1,1,1,2,BA*,1,BS**,100,100,97,95,92,88,84,76,63,55,50,41.90000153,31,20,0
1,4126,4126,1,1,1,1,BA*,1,BS**,100,100,100,100,100,98,97,94,90,87,50,31.79999924,27,16.5,0
1,4127,4127,1,1,1,1,BA*,2,BS**,100,99,98,97,96,92,89,82,73,64,56,48.70000076,41,26,
1,A310,4125,1,1,1,2,BA*,1,BS**,100,100,100,100,98,95,91,86,81,53,36,28.70000076,24,18,0
1,A320,4125,1,1,1,1,BA*,1,BS**,100,100,100,100,98,94,89,84,78,56,35,28.29999924,23,15,0
1,A330,4125,1,1,1,1,BA*,1,BS**,100,100,100,100,98,94,89,84,78,56,35,28.29999924,23,15,0
1,C310,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,C340,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,
1,114,117,4,1,1,2,B304,1,BS04,100,100,99,96,95,90,88,79,66,38,27,17.20000076,13.30000019,7.400000095,6.699999809
1,115,116,4,1,1,2,B310,1,BS10,100,100,100,99,96,87,82,71,60,36,25,16.29999924,8.899999619,3.799999952,3.299999952
1,115,117,4,1,1,2,B304,1,BS04,100,100,99,96,95,90,88,79,66,38,27,17.20000076,13.30000019,7.400000095,6.699999809
1,116,114,4,1,1,2,B309,1,BS09,100,96,94,85,82,77,74,64,51,31,24,19.10000038,12.30000019,7.699999809,7.199999809
1,119,114,4,1,1,2,B309,1,BS09,100,96,94,85,82,77,74,64,51,31,24,19.10000038,12.30000019,7.699999809,7.199999809
1,121,121,4,1,3,1,BA263,2,BS263,100,100,100,100,97,87,82,70,58,36,25,15.80000019,8.5,4.5,
1,259,209,20,1,2,1,BAX09,2,BSX09,100,100,100,100,100,100,100,100,99,98,94,90.09999847,60.20000076,34.70000076,32.40000153
1,259,212,20,1,1,7,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,97,96.30000305,,,
1,259,212,20,1,2,1,BAX07,2,BSX07,100,100,100,100,100,99,99,99,99,97,94,92.09999847,60,36.90000153,34.59999847
1,1005,1005,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,99,98,96,92,84.69999695,63.20000076,37.09999847,
1,1009,1009,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,85,50,29.70000076,19.60000038,14.69999981,
1,4016,4016,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,94,90,87,82.80000305,50.20000076,25.60000038,24.39999962
1,4063,4063,20,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,96,90,83.90000153,39,22.20000076,
1,4067,4067,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,99,97,86,76,69.69999695,48.40000153,30,
1,9037,9037,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,100,98,94,93,87.69999695,27.79999924,17.79999924,
1,A310,1005,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,98,97,95,86.80000305,64.5,41.40000153,
1,A320,1005,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,98,97,95,86.80000305,64.5,41.40000153,
1,A410,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,
1,A411,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,
1,A412,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,
1,A430,4054,20,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,99,99,98,97,95.90000153,64.09999847,37.59999847,
1,A430,4054,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,96,94,89,87.19999695,58.09999847,33.40000153,
1,B320,1010,20,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,81,63,52.20000076,25.10000038,13.39999962,
1,B430,4016,20,1,1,2,BA4,1,BS04,100,100,100,100,99,98,97,93,88,83,77,69.09999847,43.09999847,22.5,21.39999962
1,B430,4016,20,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,97,94,90,87,82.80000305,50.20000076,25.60000038,24.39999962
1,6043,6043,21,1,1,2,TP1,2,BS55,98,96,94,89,84,76,69,52,42,33,30,27.20000076,18.79999924,5.400000095,
1,A430,3016,21,1,1,2,BX03,1,BSX03,100,96,96,92,90,85,81,71,63,57,55,52.70000076,41.29999924,17.79999924,
1,B330,1034,21,1,1,1,BX01,1,BSX01,100,100,100,100,99,98,97,95,94,90,88,83.80000305,71.59999847,44.90000153,
1,B340,1034,21,1,1,1,BX01,1,BSX01,100,100,100,100,99,98,97,95,94,90,88,83.80000305,71.59999847,44.90000153,
1,114,117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,
1,118,113,22,1,1,2,B6,1,BS06,100,100,100,100,99.59999847,99.59999847,99.40000153,99,98.59999847,97.80000305,96.80000305,92.09999847,53.79999924,25.39999962,
1,118,117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,
2,118,117,22,2,1,2,B11,1,BG11,100,100,100,100,100,100,99.69999695,99.19999695,98.80000305,98.5,98,90.69999695,36,8.699999809,
1,119,117,22,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99.90000153,99.80000305,99.59999847,99.30000305,95.69999695,40,12,
1,120,113,22,1,1,2,B6,1,BS06,100,100,100,100,99.59999847,99.59999847,99.40000153,99,98.59999847,97.80000305,96.80000305,92.09999847,53.79999924,25.39999962,
1,703,702,22,1,1,2,TP1,2,BS55,100,100,100,100,100,100,100,100,100,99,99,99,73,34.90000153,33
1,704,705,22,1,1,2,BA3,1,BS01,100,100,100,100,100,100,100,100,100,99,99,98,75.5,45.29999924,40
1,704,708,22,1,1,2,TP2,1,BS56,100,100,100,100,100,100,100,100,100,99,94,92,60,35,30
1,705,708,22,1,1,2,TP2,1,BS56,100,100,100,100,100,100,100,100,100,99,94,92,60,35,30
1,708,708,22,1,1,2,TP2,1,BS56,100,100,100,100,100,100,100,100,100,99,94,92,60,35,30
1,501,507,23,1,3,2,BA303,3,BS303,100,100,100,96,92,86,83,74,60,27,16,7.199999809,4.699999809,1.600000024,
1,502,504,23,1,3,2,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8,3.400000095,1.200000048,
1,503,506,23,1,1,2,TP1,1,BS55,100,97,89,83,78,70,67,59,52,31,18,7.300000191,2.799999952,0.200000003,
1,503,507,23,1,3,2,BA303,3,BS303,100,100,100,96,92,86,83,74,60,27,16,7.199999809,4.699999809,1.600000024,
1,503,508,23,1,1,2,BA4,1,BS04,100,100,100,89,85,75,70,57,47,28,20,12.10000038,6.5,2.200000048,1.100000024
1,504,502,23,1,1,2,BA1,1,BS01,100,100,100,90,86,79,76,68,57,33,19,8.5,5.199999809,2,1.299999952
1,504,506,23,1,1,2,TP1,1,BS55,100,97,89,83,78,70,67,59,52,31,18,7.300000191,2.799999952,0.200000003,
1,505,508,23,1,1,2,BA6,1,BS06,100,100,100,92,86,76,73,58,46,28,19,11.5,6.800000191,2.200000048,1.5
1,506,504,23,1,3,2,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8,3.400000095,1.200000048,
1,508,504,23,1,3,2,BA302,3,BS302,100,97,95,88,80,71,66,57,48,29,17,8,3.400000095,1.200000048,
1,508,508,23,1,1,2,BA4,1,BS04,100,100,100,89,85,75,70,57,47,28,20,12.10000038,6.5,2.200000048,1.100000024
1,509,559,23,1,1,2,TP2,1,BS56,100,97,88,77,69,60,55,45,37,24,14,9.899999619,2.099999905,0,
1,1028,1028,23,1,1,2,TP1,1,BS55,100,100,100,100,99,93,88,77,60,16,2,1.299999952,0.899999976,0.100000001,0
1,3014,3014,23,1,1,2,BX04,1,BSX04,100,100,99,97,96,95,94,92,90,69,39,8.199999809,7.199999809,4.5,4.5
1,501,507,24,1,1,2,T1,1,BS55,100,100,100,100,100,100,100,97,91,61,38,6.300000191,20,6,
2,501,505,24,2,3,2,BAX02,3,BTX02,100,100,100,100,100,99,98,96,80,66,60,46.70000076,17.29999924,3.799999952,
1,502,505,24,1,3,2,BAX01,3,BSX01,100,100,100,100,100,100,100,99,99,94,87,71.90000153,36.90000153,7.5,
2,502,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
1,503,507,24,1,3,1,BAX03,2,BSX03,100,100,100,100,100,100,100,99,97,92,87,73.69999695,39.70000076,8.699999809,
1,505,507,24,1,1,2,T1,1,BS55,100,100,100,100,100,100,100,97,91,61,38,6.300000191,20,6,
2,505,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
1,506,505,24,1,3,2,BAX01,3,BSX01,100,100,100,100,100,100,100,99,99,94,87,71.90000153,36.90000153,7.5,
1,506,560,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,98,95,89,84,78,72,13.5,11,3,
1,507,509,24,1,1,2,BX02,1,BSX02,100,100,100,100,98,94,93,85,80,74,62,45.09999847,13,3,
2,507,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
1,508,505,24,1,3,2,BAX01,3,BSX01,100,100,100,100,100,100,100,99,99,94,87,71.90000153,36.90000153,7.5,
1,509,559,24,1,1,2,T2,1,BS56,100,100,100,91,83,75,73,67,63,58,50,9.5,8,2,
1,559,505,24,1,3,2,BAX01,3,BSX01,100,100,100,100,100,100,100,99,99,94,87,71.90000153,36.90000153,7.5,
1,560,502,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,93,91,85,79,70,62,36.20000076,14,4,
2,560,507,24,2,3,1,BAX04,2,BTX04,100,100,100,100,100,100,99,98,88,74,66,53.29999924,17.20000076,3.299999952,
2,561,505,24,2,3,2,BAX02,3,BTX02,100,100,100,100,100,99,98,96,80,66,60,46.70000076,17.29999924,3.799999952,
1,562,560,24,1,1,2,BX02,1,BSX02,100,100,100,100,100,98,95,89,84,78,72,13.5,11,3,
2,562,509,24,2,3,2,BAX06,5,BTX06,100,100,100,100,100,99,99,95,82,74,69,39.79999924,9.899999619,2.200000048,
2,563,505,24,2,3,2,BAX02,3,BTX02,100,100,100,100,100,99,98,96,80,66,60,46.70000076,17.29999924,3.799999952,
1,901,2805,24,1,1,2,TP1,1,BS55,100,93,92,85,81,76,70,61,51,51,51,50.90000153,25.60000038,10.19999981,7.599999905
1,902,2805,24,1,1,2,TP1,1,BS55,100,93,92,85,81,76,70,61,51,51,51,50.90000153,25.60000038,10.19999981,7.599999905
1,1634,1634,24,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,99,99,9,4.599999905,4.599999905
1,5807,5807,24,1,1,2,BX04,1,BSX04,100,100,100,96,95,93,92,89,86,86,86,86,30.10000038,17.10000038,10.39999962
1,A320,1634,24,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,99,99,9,4.599999905,4.599999905
1,A331,1634,24,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,99,99,9,4.599999905,4.599999905
1,1004,1004,25,1,1,2,TP1,1,BS55,100,94,90,86,82,77,74,67,58,39,28,19.70000076,13,3.700000048,3.5
1,115,115,26,1,1,2,B7,1,BS07,100,100,100,100,99,98,98,95,93,86,70,57.5,42.29999924,20.60000038,
1,116,119,26,1,1,2,B06,1,BS06,100,100,100,99,99,99,98,97,95,90,78,66.59999847,50.5,27.10000038,
1,118,118,26,1,1,1,B2,1,BS02,100,100,100,100,99,99,98,97,95,90,79,67.69999695,49.40000153,26,
1,121,115,26,1,1,2,B7,1,BS07,100,100,100,100,99,98,98,95,93,86,70,57.5,42.29999924,20.60000038,
1,121,120,26,1,1,2,B1,1,BS01,100,100,100,100,100,100,100,97,95,89,78,67.69999695,48,23.70000076,
1,122,119,26,1,1,2,B06,1,BS06,100,100,100,99,99,99,98,97,95,90,78,66.59999847,50.5,27.10000038,
1,213,218,26,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,98,93,82,74,64.90000153,52.5,27.5,
1,214,259,26,1,1,2,B24,1,BS23,100,100,100,99,99,98,98,96,93,86,78,70.19999695,52.70000076,23.29999924,
2,214,224,26,2,1,7,B9,1,BG09,100,100,100,99,98,98,97,96,92,85,77,68,55.5,27.5,
1,215,213,26,1,1,2,B1,1,BS01,100,100,100,100,99,98,98,93,91,84,75,64,61.5,34.5,
2,215,259,26,2,1,2,B24,1,BG24,100,100,100,100,99,96,94,91,89,77,33,9.399999619,7,5.099999905,
1,216,219,26,1,1,1,B7,1,BS07,100,100,100,100,100,99,98,96,93,85,75,65,50.40000153,26.5,
1,216,222,26,1,1,7,B5,1,BS05,100,100,100,100,100,99,99,97,95,87,81,72.59999847,58.29999924,29,
2,216,215,26,2,1,2,B4,1,BG04,100,100,100,96,96,95,94,92,90,85,78,69.80000305,44.5,19.10000038,
2,216,224,26,2,1,2,B9,1,BG09,100,100,100,99,99,98,97,95,92,84,76,68.19999695,49.20000076,23,
2,217,215,26,2,1,2,B4,1,BG04,100,100,100,96,96,95,94,92,90,85,78,69.80000305,44.5,19.10000038,
1,218,222,26,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99,95,87,80,72.69999695,57.40000153,29,
1,218,259,26,1,1,7,B24,1,BS23,100,100,100,100,100,100,100,97,95,88,79,69.30000305,54,28.5,
2,218,224,26,2,1,2,B9,1,BG09,100,100,100,99,99,98,97,95,92,84,76,68.19999695,49.20000076,23,
1,219,213,26,1,1,2,B1,1,BS01,100,100,100,100,99,98,98,93,91,84,75,64,61.5,34.5,
2,219,220,26,2,1,1,B10,1,BG10,100,100,100,96,96,94,93,92,89,82,76,67.40000153,52,25,
2,219,222,26,2,1,7,B12,1,BG12,100,100,100,99,99,97,95,92,89,83,77,68,53.5,25,
2,219,222,26,2,1,2,B12,1,BG12,100,100,100,100,100,99,99,97,94,88,81,73.09999847,57.09999847,27.10000038,
1,220,215,26,1,1,2,B4A,1,BS04,100,100,100,100,100,100,99,98,96,87,77,64.69999695,60,32.5,
1,220,218,26,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,98,93,82,74,64.90000153,52.5,27.5,
1,220,219,26,1,1,1,B7,1,BS07,100,100,100,100,100,99,98,96,93,85,75,65,50.40000153,26.5,
1,220,219,26,1,1,2,B7,1,BS07,100,100,100,100,100,99,99,97,93,86,76,65.30000305,50,25.5,
2,220,259,26,2,1,2,B24,1,BG24,100,100,100,100,99,96,94,91,89,77,33,9.399999619,7,5.099999905,
1,221,215,26,1,1,2,B4A,1,BS04,100,100,100,100,100,100,99,98,96,87,77,64.69999695,60,32.5,
1,221,220,26,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,99,96,89,78,63.40000153,44.5,28,
2,222,222,26,2,1,2,B12,1,BG12,100,100,100,100,100,99,99,97,94,88,81,73.09999847,57.09999847,27.10000038,
1,223,224,26,1,1,7,B2,1,BS02,100,100,100,100,99,99,99,97,94,87,77,65.59999847,61.5,35,
2,223,213,26,2,1,2,B8,1,BG08,100,100,100,99,99,99,98,96,93,86,79,71,54.5,23,
2,223,224,26,2,1,2,B9,1,BG09,100,100,100,99,99,98,97,95,92,84,76,68.19999695,49.20000076,23,
2,224,220,26,2,1,1,B10,1,BG10,100,100,100,96,96,94,93,92,89,82,76,67.40000153,52,25,
2,224,222,26,2,1,7,B12,1,BG12,100,100,100,99,99,97,95,92,89,83,77,68,53.5,25,
1,259,219,26,1,1,1,B7,1,BS07,100,100,100,100,100,99,98,96,93,85,75,65,50.40000153,26.5,
1,259,222,26,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,99,95,87,80,72.69999695,57.40000153,29,
2,259,220,26,2,1,1,B10,1,BG10,100,100,100,96,96,94,93,92,89,82,76,67.40000153,52,25,
2,259,222,26,2,1,7,B12,1,BG12,100,100,100,99,99,97,95,92,89,83,77,68,53.5,25,
2,259,222,26,2,1,2,B12,1,BG12,100,100,100,100,100,99,99,97,94,88,81,73.09999847,57.09999847,27.10000038,
1,606,601,26,1,1,2,TP3,1,BS03,100,100,100,100,98,98,98,97,95,88,68,56.79999924,41,22.79999924,10.80000019
1,1001,1001,26,1,1,1,BX02,1,BSX02,100,100,100,100,100,99,99,98,97,76,15,3.200000048,2.200000048,0.699999988,
1,1004,1004,26,1,1,1,BX02,1,BSX02,100,100,100,100,100,99,99,97,96,68,8,1.899999976,1.200000048,0.5,
1,1010,1010,26,1,1,2,TP1,1,BS55,100,100,100,100,99,97,96,94,91,84,70,54.40000153,38.20000076,16.70000076,
1,5363,5363,26,1,1,1,BX03,1,BSX03,100,100,100,100,100,100,100,99,99,90,59,16.5,9.300000191,4.199999809,
1,B320,1012,26,1,1,2,TP1,1,BS55,100,100,100,100,99,99,99,99,98,94,68,58.90000153,53.5,35.90000153,
1,C340,1001,26,1,1,2,TP1,1,BS55,100,100,100,100,100,99,99,98,97,77,17,4.699999809,2.200000048,0.600000024,
1,C350,1001,26,1,1,2,TP1,1,BS55,100,100,100,100,100,99,99,98,97,77,17,4.699999809,2.200000048,0.600000024,
1,D310,1010,26,1,1,1,BX03,1,BSX03,100,100,100,100,100,99,99,96,93,85,67,51,34.40000153,16.20000076,
1,D330,1010,26,1,1,2,TP1,1,BS55,100,100,100,100,99,97,96,94,91,84,70,54.40000153,38.20000076,16.70000076,
1,D351,1010,26,1,1,2,TP1,1,BS55,100,100,100,100,99,97,96,94,91,84,70,54.40000153,38.20000076,16.70000076,
1,507,504,27,1,1,2,BAX02,5,BSX02,100,100,100,100,100,100,99,98,95,83,66,52,38.79999924,23.60000038,20.79999924
1,702,701,27,1,1,2,TP1,1,BS01,100,100,100,99,99,99,98,98,97,92,78,48.79999924,30.79999924,17.70000076,
1,706,704,27,1,1,1,TP2,1,BS02,100,100,100,100,100,100,99,99,99,96,86,65.40000153,18.29999924,9.300000191,
1,707,709,27,1,1,2,TP3,1,BS03,100,100,100,100,100,100,99,99,98,71,42,35.29999924,30.29999924,13.89999962,
1,1023,1023,27,1,1,2,TP1,1,BS55,100,100,100,97,96,95,95,93,90,60,17,7.099999905,3.700000048,2.299999952,
1,1087,1087,27,1,1,1,BA1,1,BS01,100,100,98,98,97,97,96,93,90,75,42,23.39999962,9.5,3.900000095,3.700000048
1,3003,3003,27,1,1,1,BA1,1,BS01,100,100,100,99,99,98,97,95,89,76,64,51.70000076,35.90000153,19,
1,3013,3013,27,1,1,1,A1,1,BS01,100,100,100,100,100,98,98,96,93,67,25,13.60000038,10.19999981,5.400000095,4.599999905
1,4034,4034,27,1,1,2,TP1,1,BS55,100,100,100,100,100,99,99,98,96,67,19,6.099999905,3.400000095,2.299999952,1.799999952
1,A310,1016,27,1,1,2,TP1,1,BS55,100,100,100,100,100,99,98,96,91,50,15,8.199999809,4.300000191,1.700000048,
1,A340,1016,27,1,1,1,BA1,1,BS01,100,100,100,99,99,97,96,93,87,44,12,6.800000191,4.199999809,1.600000024,
1,A350,1016,27,1,1,1,BA1,1,BS01,100,100,100,99,99,97,96,93,87,44,12,6.800000191,4.199999809,1.600000024,
1,B330,6251,27,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191,5,3.099999905,
1,B350,6251,27,1,1,2,TP1,1,BS55,100,100,100,100,100,100,99,99,97,72,18,7.699999809,6.5,3.900000095,
1,C310,1028,27,1,1,2,TP1,1,BS55,100,100,100,98,95,93,92,87,80,36,9,4.900000095,3.900000095,2.099999905,
1,C320,1028,27,1,1,2,TP1,1,BS55,100,100,100,98,95,93,92,87,80,36,9,4.900000095,3.900000095,2.099999905,
