LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,STATE_CODE_EXP,LAYER_NO,FIELD_SET,TEST_NO,TEST_NO_EXP,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,TEST_DATE,CONSTRUCTION_NO
2,A330,1643,36,New York,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,11/26/1990,1
2,A331,1643,36,New York,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,11/26/1990,1
2,A340,1643,36,New York,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,11/26/1990,1
2,A350,1643,36,New York,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,11/26/1990,1
2,A350,1643,36,New York,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,11/26/1990,1
2,B331,1644,36,New York,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,11/15/1990,1
1,B340,1644,36,New York,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,0,0,NP,11/15/1990,1
2,B340,1644,36,New York,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,11/15/1990,1
2,B351,1644,36,New York,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,11/15/1990,1
1,B352,1644,36,New York,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,0,0,NP,11/15/1990,1
2,B352,1644,36,New York,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,11/15/1990,1
2,0801,0859,37,North Carolina,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BG03,,,NP,03/03/1999,1
1,0802,0802,37,North Carolina,1,2,2,Material sample obtained from area adjacent to leave end of test section.,BAX04,BSX04,14,17,NP,02/22/2007,1
1,1030,1030,37,North Carolina,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS**,0,0,NP,08/24/1989,1
1,1814,1814,37,North Carolina,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,33,25,8,03/06/1990,1
3,1992,1992,37,North Carolina,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,0,0,NP,04/26/1991,1
1,3008,3008,37,North Carolina,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX02,BSX02,0,0,NP,10/19/1989,1
1,5827,5827,37,North Carolina,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,0,0,NP,07/20/1989,1
1,2001,2001,38,North Dakota,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,30,17,13,07/16/1990,1
1,1001,1001,26,Michigan,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,04/09/1991,1
2,3068,3068,26,Michigan,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,11/14/1990,1
2,3068,3068,26,Michigan,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,11/14/1990,1
1,3069,3069,26,Michigan,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,06/27/1991,1
1,5363,5363,26,Michigan,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,10/23/1990,1
3,5363,5363,26,Michigan,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,10/22/1990,1
1,6016,6016,26,Michigan,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX03,BSX03,0,0,NP,03/06/1991,1
3,6016,6016,26,Michigan,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,03/07/1991,1
1,A320,1013,26,Michigan,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,03/21/1991,2
3,A320,1013,26,Michigan,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,03/21/1991,2
2,A330,1013,26,Michigan,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,03/21/1991,2
1,A340,1013,26,Michigan,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,03/21/1991,2
2,A350,1013,26,Michigan,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,03/21/1991,2
1,C340,1001,26,Michigan,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,04/09/1991,1
1,C350,1001,26,Michigan,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,0,0,NP,04/09/1991,1
1,C351,1001,26,Michigan,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,0,0,NP,04/09/1991,1
1,6454,6454,83,Manitoba,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BS55,24,19,5,11/11/1991,2
2,A320,1801,83,Manitoba,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG56,29,18,11,11/11/1991,1
1,A330,1801,83,Manitoba,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS56,,,NP,11/07/1991,1
2,6804,6804,84,New Brunswick,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,07/08/1991,1
2,1801,1801,85,Newfoundland,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BGX02,0,0,NP,07/08/1991,1
2,6802,6802,86,Nova Scotia,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BGX02,0,0,NP,06/03/1991,1
3,6802,6802,86,Nova Scotia,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,06/03/1991,1
3,0902,0962,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A62,BG01A62,,,NP,02/17/1998,1
3,0903,0902,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A02,BG01A02,,,NP,07/30/1997,1
1,0960,0960,87,Ontario,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A60,BS01A60,,,NP,07/30/1997,1
3,0960,0901,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A01,BG01A01,,,NP,07/31/1997,1
1,0961,0903,87,Ontario,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A03,BS01A03,,,NP,07/30/1998,1
3,0961,0902,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A02,BG01A02,,,NP,07/30/1997,1
3,0961,0903,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A03,BG01A03,,,NP,07/30/1997,1
3,0962,0903,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A03,BG01A03,,,NP,07/30/1997,1
3,0962,0961,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A61,BG01A61,,,NP,07/30/1997,1
3,0962,0962,87,Ontario,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A62,BG01A62,,,NP,02/17/1998,1
1,1645,1645,88,Prince Edward Island,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,08/16/1991,1
1,1647,1647,88,Prince Edward Island,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,23,19,4,08/23/1991,1
1,1125,1125,89,Quebec,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX04,BSX04,0,0,NP,09/20/1991,1
1,1127,1127,89,Quebec,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,09/30/1991,1
2,2011,2011,89,Quebec,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG**,0,0,NP,10/10/1991,1
3,2011,2011,89,Quebec,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG56,0,0,NP,10/10/1991,1
2,3002,3002,89,Quebec,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BX04,BGX04,0,0,NP,07/30/1991,1
2,3002,3002,89,Quebec,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX03,BGX03,0,0,NP,07/30/1991,1
1,3015,3015,89,Quebec,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX04,BSX04,0,0,NP,08/02/1991,1
1,9018,9018,89,Quebec,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX04,BSX04,0,0,NP,08/12/1991,1
3,B331,6405,90,Saskatchewan,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,0,0,NP,11/11/1991,1
3,B340,6405,90,Saskatchewan,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,0,0,NP,11/11/1991,1
2,0502,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA302,BG304,22,15,7,11/16/2006,2
2,0502,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA301,BG302,22,15,7,11/16/2006,2
1,0503,4155,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,21,19,2,04/15/1991,1
2,0503,0506,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BG02,0,0,NP,12/06/1996,1
3,0503,0503,1,Alabama,3,4,1,Material sample obtained from area adjacent to approach end of test section.,BA308,BG319,26,15,11,11/16/2006,2
1,0504,0504,1,Alabama,1,4,2,Material sample obtained from area adjacent to leave end of test section.,BA305,BS305,25,13,12,05/18/2007,2
2,0504,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA301,BG302,22,15,7,11/16/2006,2
2,0504,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BG306,20,15,5,11/16/2006,2
2,0504,0508,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG10,0,0,NP,12/09/1996,1
3,0504,0504,1,Alabama,3,4,2,Material sample obtained from area adjacent to leave end of test section.,BA305,BG311,26,20,6,11/21/2006,2
1,0505,0508,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS06,0,0,NP,12/10/1996,1
2,0505,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA304,BG310,25,16,9,11/16/2006,2
2,0505,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA303,BG306,20,15,5,11/16/2006,2
2,0505,0506,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BG02,0,0,NP,12/06/1996,1
2,0505,0508,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG10,0,0,NP,12/09/1996,1
2,0505,0508,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BG08,,,NP,12/09/1996,1
3,0505,0502,1,Alabama,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,0,0,NP,12/10/1996,1
3,0505,0504,1,Alabama,3,4,2,Material sample obtained from area adjacent to leave end of test section.,BA306,BG313,23,17,6,11/16/2006,2
1,0506,0506,1,Alabama,1,4,2,Material sample obtained from area adjacent to leave end of test section.,BA302,BS302,23,15,8,11/21/2006,2
2,0506,0502,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG56,0,0,NP,12/09/1996,1
3,0506,0506,1,Alabama,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BG01,,,NP,12/10/1996,1
1,0507,0506,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BS02,0,0,NP,12/10/1996,1
1,0507,0508,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS06,0,0,NP,12/10/1996,1
1,0507,0508,1,Alabama,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BS04,0,0,NP,12/09/1996,1
2,0507,0506,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA302,BG304,22,15,7,11/16/2006,2
2,0507,0508,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BG12,,,NP,12/10/1996,1
3,0507,0506,1,Alabama,3,4,2,Material sample obtained from area adjacent to leave end of test section.,BA501,BG307,25,17,8,11/21/2006,2
3,0507,0506,1,Alabama,3,4,2,Material sample obtained from area adjacent to leave end of test section.,BA302,BG303,23,18,5,11/16/2006,2
3,0507,0506,1,Alabama,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BG03,0,0,NP,12/11/1996,1
2,0508,0508,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BG12,,,NP,12/10/1996,1
1,0509,0506,1,Alabama,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA3,BS03,0,0,NP,12/10/1996,1
2,0509,0504,1,Alabama,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA306,BG314,27,17,10,11/16/2006,2
2,0509,0506,1,Alabama,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BG02,0,0,NP,12/06/1996,1
2,0509,4155,1,Alabama,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,,,NP,04/15/1991,1
2,6079,6079,48,Texas,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,06/12/1991,1
1,A320,1094,48,Texas,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,28,16,12,11/28/1990,1
2,A320,1094,48,Texas,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,17,15,2,11/28/1990,1
1,A340,1094,48,Texas,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,30,18,12,11/28/1990,1
2,A807,A807,48,Texas,2,8,1,Material sample obtained from area adjacent to approach end of test section.,BAX01,BGX01,26,31,NP,03/03/2006,1
1,C420,3589,48,Texas,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,12/18/1990,1
1,D330,2172,48,Texas,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,21,16,5,07/16/1991,1
2,D350,2172,48,Texas,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,26,20,6,07/16/1991,1
2,D350,2172,48,Texas,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,21,19,2,07/16/1991,1
3,1423,1423,51,Virginia,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,03/06/1991,2
1,5009,5009,51,Virginia,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BX02,BSX02,38,23,15,04/10/1991,1
3,0802,0801,53,Washington,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BG22,,,NP,10/20/1995,1
4,0802,0802,53,Washington,4,2,1,Material sample obtained from area adjacent to approach end of test section.,BA264,BG264,22,20,2,02/11/2008,4
1,1005,1005,53,Washington,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,0,0,NP,02/15/1991,2
3,1005,1005,53,Washington,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/14/1991,2
1,1006,1006,53,Washington,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,0,0,NP,02/25/1991,1
3,1008,1008,53,Washington,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,02/19/1991,1
1,1501,1501,53,Washington,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS94,26,21,5,02/28/1991,1
1,1501,1501,53,Washington,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,02/28/1991,1
1,3011,3011,53,Washington,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,03/28/1991,1
1,3011,3011,53,Washington,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,03/28/1991,1
3,3013,3013,53,Washington,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,0,0,NP,02/13/1991,1
2,3014,3014,53,Washington,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,02/19/1991,1
1,6049,6049,53,Washington,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,26,16,10,04/19/1991,1
1,A320,1008,53,Washington,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,22,17,5,02/15/1991,1
2,A330,1008,53,Washington,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,0,0,NP,02/19/1991,1
2,B310,1501,53,Washington,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,21,18,3,02/28/1991,1
