LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001,GT_2MM,COARSE_SAND,FINE_SAND,SILT,CLAY,COLLOIDS
1,0120,0119,30,1,1,2,B5,1,BS05,100,100,100,99,99,99,99,98,98,97,67,20.79999924,13.19999981,7.900000095,,2,1,71,17.79999924,7.900000095,
1,0121,0113,30,1,1,2,B7,1,BS07,100,100,100,100,100,100,100,100,99,98,61,27.79999924,15.5,8.699999809,,1,1,68,21.79999924,8.699999809,
1,0121,0119,30,1,1,2,B11,1,BS11,100,100,100,100,100,100,100,98,96,94,65,28.79999924,13.80000019,7,,4,2,61,25.89999962,7,
1,0123,0122,30,1,1,2,B12,1,BS12,100,100,100,100,100,100,100,100,99,98,48,14.69999981,3.5,2.200000048,,1,1,86,9.899999619,2.200000048,
1,0502,7066,30,1,1,2,TP1,1,BS93,100,98,98,96,94,93,92,90,87,81,69,54.70000076,42.59999847,26,22.89999962,13,6,26,31.5,23.20000076,20.70000076
1,0503,0502,30,1,1,2,BA*,1,BS*2,100,99,96,92,87,83,80,75,70,64,57,41.59999847,27.20000076,16.20000076,13.89999962,30,6,22,25.39999962,16.20000076,13.89999962
1,0506,0504,30,1,3,2,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153,35,20.10000038,,19,13,18,29.79999924,20.10000038,
1,0506,0506,30,1,1,1,BA*,1,BS*1,100,91,88,86,82,77,74,66,61,52,43,32.59999847,26.29999924,15.60000038,12.80000019,39,9,19,17,15.60000038,12.80000019
1,0506,0508,30,1,3,2,BA272,3,BS272,100,100,100,100,98,96,94,88,79,65,54,41.90000153,29,16.29999924,,21,14,23,25.60000038,16.29999924,
1,0507,0504,30,1,3,2,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153,35,20.10000038,,19,13,18,29.79999924,20.10000038,
1,0508,0504,30,1,3,2,BA268,3,BS268,100,100,100,100,99,98,96,90,81,68,60,49.90000153,35,20.10000038,,19,13,18,29.79999924,20.10000038,
1,0508,7066,30,1,1,2,TP1,1,BS93,100,98,98,96,94,93,92,90,87,81,69,54.70000076,42.59999847,26,22.89999962,13,6,26,31.5,23.20000076,20.70000076
1,0561,0506,30,1,1,1,BA*,1,BS*1,100,91,88,86,82,77,74,66,61,52,43,32.59999847,26.29999924,15.60000038,12.80000019,39,9,19,17,15.60000038,12.80000019
1,6004,6004,30,1,1,1,BA*,1,BS**,100,100,100,99,98,97,96,93,90,87,79,64.09999847,54.40000153,29.10000038,26,10,3,23,35,29.10000038,26
1,0114,0120,31,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,99,98,96.5,68.30000305,35.40000153,,0,0,0,64.09999847,35.40000153,
2,0114,0116,31,2,1,1,B15,1,BG15,100,100,100,100,100,100,100,100,100,99,98,97.5,70.5,39.20000076,,0,0,1,60,39.20000076,
2,0114,0120,31,2,1,1,B14,1,BG14,100,100,100,100,100,100,100,100,100,99,99,98.40000153,73.59999847,41.40000153,,0,0,1,57.59999847,41.40000153,
1,0115,0114,31,1,1,2,B2,1,BS02,100,100,100,100,100,100,100,100,100,97,96,94.5,66.59999847,37.20000076,,0,0,1,62.20000076,37.20000076,
1,0116,0113,31,1,1,1,B6,1,BS06,100,100,100,100,100,100,100,100,100,97,94,91.5,66,34.5,,0,1,1,64,34.5,
1,0116,0115,31,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,100,99,98,98,96.69999695,65.30000305,27.60000038,,1,0,1,70.5,27.60000038,
1,0116,0124,31,1,1,2,B1,1,BS01,100,100,100,100,100,100,100,100,100,96,92,88.09999847,62.59999847,27.79999924,,0,0,1,71.19999695,27.79999924,
2,0116,0113,31,2,1,1,B16,1,BG16,100,100,100,100,100,100,100,100,100,99,99,95.90000153,64.19999695,36.90000153,,0,0,5,58.59999847,36.90000153,
1,0117,0116,31,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,98,97.5,68,29.89999962,,0,0,1,69.30000305,29.89999962,
1,0117,0120,31,1,1,1,B4,1,BS04,100,100,100,100,100,100,100,100,100,99,98,96.5,68.30000305,35.40000153,,0,0,0,64.09999847,35.40000153,
1,0119,0116,31,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,98,97.5,68,29.89999962,,0,0,1,69.30000305,29.89999962,
1,0121,0113,31,1,1,1,B6,1,BS06,100,100,100,100,100,100,100,100,100,97,94,91.5,66,34.5,,0,1,1,64,34.5,
2,0121,0116,31,2,1,1,B15,1,BG15,100,100,100,100,100,100,100,100,100,99,98,97.5,70.5,39.20000076,,0,0,1,60,39.20000076,
2,0121,0120,31,2,1,1,B14,1,BG14,100,100,100,100,100,100,100,100,100,99,99,98.40000153,73.59999847,41.40000153,,0,0,1,57.59999847,41.40000153,
2,0121,0124,31,2,1,2,B11,1,BG11,100,100,100,100,100,100,100,100,99,98,97,95.90000153,77.69999695,36.40000153,,1,0,1,62.20000076,36.40000153,
1,0122,0124,31,1,1,2,B1,1,BS01,100,100,100,100,100,100,100,100,100,96,92,88.09999847,62.59999847,27.79999924,,0,0,1,71.19999695,27.79999924,
2,0123,0124,31,2,1,2,B11,1,BG11,100,100,100,100,100,100,100,100,99,98,97,95.90000153,77.69999695,36.40000153,,1,0,1,62.20000076,36.40000153,
1,3024,3024,31,1,1,1,BA1,1,BS01,100,100,100,100,100,100,99,98,95,92,91,89.09999847,43,17.79999924,14,5,4,3,70.69999695,17.79999924,14
1,3028,3028,31,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,100,100,99,99,98.40000153,65,39.09999847,,0,1,1,59.20000076,39.09999847,
1,3033,3033,31,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,99,90,36,17.29999924,10.80000019,6.699999809,,1,7,72,12.80000019,6.699999809,
1,3033,3033,31,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,99,88,55,37.90000153,19,9.899999619,,1,11,57,21.5,9.899999619,
1,7005,7005,31,1,1,2,BA4,1,BS04,100,100,100,100,100,100,100,100,99,97,94,82.40000153,22.5,10.19999981,,1,2,13,73.59999847,10.19999981,
1,7040,7040,31,1,1,1,BA1,1,BS01,100,100,100,100,100,100,100,100,100,98,82,72.5,57.20000076,41.09999847,,0,6,23,30,41.09999847,
1,A310,1030,31,1,1,1,BA1,2,BS01,100,100,100,100,100,100,100,100,100,99,99,97.40000153,40.90000153,15.5,,0,0,2,82.80000305,15.5,
1,A351,1030,31,1,1,1,BA1,2,BS01,100,100,100,100,100,100,100,100,100,99,99,97.40000153,40.90000153,15.5,,0,0,2,82.80000305,15.5,
1,A353,1030,31,1,1,1,BA1,2,BS01,100,100,100,100,100,100,100,100,100,99,99,97.40000153,40.90000153,15.5,,0,0,2,82.80000305,15.5,
1,A430,3028,31,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,98,97.30000305,58.29999924,35.59999847,,0,2,2,60.79999924,35.59999847,
1,B430,3023,31,1,1,1,BA1,1,BS01,100,100,100,100,100,99,98,92,78,27,7,3.099999905,2.5,1.200000048,0.200000003,22,42,32,3.299999952,1.200000048,0.200000003
1,C410,4019,31,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,99,93.69999695,56.20000076,27.79999924,,0,0,9,63.5,27.79999924,
1,0101,0101,32,1,1,2,B26,1,BS01,100,100,100,100,100,100,100,100,98,76,42,24.20000076,15.30000019,6.599999905,,2,18,54,18.79999924,6.599999905,
3,0101,0111,32,3,1,2,B5,1,BG05,100,97,94,90,85,72,64,50,37,23,16,11.30000019,6.900000095,2.200000048,,63,14,13,7.800000191,2.200000048,
1,0105,0105,32,1,1,2,B31,1,BS06,100,100,100,100,100,99,99,98,96,92,83,70.90000153,37.20000076,11.19999981,,4,3,19,62.90000153,11.19999981,
1,0106,0111,32,1,1,2,B30,1,BS05,100,100,100,100,100,100,100,99,97,77,54,41.90000153,27.89999962,10.5,,3,18,37,31.60000038,10.5,
3,0108,0105,32,3,1,2,B6,1,BG06,100,96,90,86,81,71,65,52,40,24,17,11.60000038,7.699999809,2.099999905,,60,12,16,9.300000191,2.099999905,
3,0109,0109,32,3,1,2,B3,1,BG03,100,96,93,88,83,71,62,48,37,23,16,10.89999962,7.5,2.200000048,,63,8,15,11.60000038,2.200000048,
3,0110,0101,32,3,1,2,B1,1,BG01,100,94,88,81,77,66,60,48,38,24,17,11.39999962,7.5,3.299999952,,62,14,13,7.199999809,3.299999952,
3,0112,0105,32,3,1,2,B6,1,BG06,100,96,90,86,81,71,65,52,40,24,17,11.60000038,7.699999809,2.099999905,,60,12,16,9.300000191,2.099999905,
3,0112,0111,32,3,1,2,B5,1,BG05,100,97,94,90,85,72,64,50,37,23,16,11.30000019,6.900000095,2.200000048,,63,14,13,7.800000191,2.200000048,
1,0201,0201,32,1,1,2,B30,1,BS02,100,100,100,100,98,96,94,90,83,57,34,20.60000038,13.80000019,4.5,,17,23,34,21.5,4.5,
3,0201,0204,32,3,1,2,B5,1,BG05,100,100,95,92,86,71,62,48,37,23,16,11.30000019,6.300000191,2.5,,63,14,11,9.199999809,2.5,
3,0202,0204,32,3,1,2,B5,1,BG05,100,100,95,92,86,71,62,48,37,23,16,11.30000019,6.300000191,2.5,,63,14,11,9.199999809,2.5,
3,0202,0207,32,3,1,2,B4,1,BG04,100,100,97,89,83,71,64,52,41,25,17,11.80000019,6.199999809,2.599999905,,59,20,11,7.5,2.599999905,
3,0202,0211,32,3,1,2,B3,1,BG03,100,100,98,95,91,79,70,56,44,26,16,10.30000019,6.599999905,2.599999905,,56,21,14,6.699999809,2.599999905,
1,0204,0204,32,1,1,2,B33,1,BS05,100,100,100,100,100,100,100,99,99,91,82,68,38.79999924,9.899999619,,1,3,10,75.90000153,9.899999619,
1,0204,0206,32,1,1,2,B35,1,BS07,100,100,100,100,100,100,100,99,98,86,68,52.5,23.79999924,6.199999809,,2,10,35,46.09999847,6.199999809,
1,0206,0210,32,1,1,2,B34,1,BS06,100,100,100,100,100,100,100,100,100,95,85,66.09999847,34.20000076,8.100000381,,0,5,30,57.29999924,8.100000381,
3,0208,0207,32,3,1,2,B4,1,BG04,100,100,97,89,83,71,64,52,41,25,17,11.80000019,6.199999809,2.599999905,,59,20,11,7.5,2.599999905,
1,0210,0211,32,1,1,2,B31,1,BS03,100,100,100,100,99,98,97,95,93,83,69,53.59999847,30.39999962,10.19999981,,7,9,29,44.29999924,10.19999981,
3,0210,0207,32,3,1,2,B4,1,BG04,100,100,97,89,83,71,64,52,41,25,17,11.80000019,6.199999809,2.599999905,,59,20,11,7.5,2.599999905,
3,0210,0210,32,3,1,2,B6,1,BG06,100,100,95,91,85,74,66,52,41,25,16,11.19999981,6.300000191,2.299999952,,59,16,15,7.800000191,2.299999952,
3,0210,0211,32,3,1,2,B3,1,BG03,100,100,98,95,91,79,70,56,44,26,16,10.30000019,6.599999905,2.599999905,,56,21,14,6.699999809,2.599999905,
1,0211,0210,32,1,1,2,B34,1,BS06,100,100,100,100,100,100,100,100,100,95,85,66.09999847,34.20000076,8.100000381,,0,5,30,57.29999924,8.100000381,
3,0211,0207,32,3,1,2,B4,1,BG04,100,100,97,89,83,71,64,52,41,25,17,11.80000019,6.199999809,2.599999905,,59,20,11,7.5,2.599999905,
1,2027,2027,32,1,1,1,BA*,1,BS**,100,100,100,100,99,97,91,77,65,53,47,37.70000076,19.39999962,8,5.699999809,35,12,15,29.70000076,8,5.699999809
1,7000,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52,25,12,8.399999619,2.799999952,1.5
1,A351,1021,32,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,100,100,70,48,32,19.20000076,6,3.799999952,0,30,38,26,6,3.799999952
1,A420,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51,22,10,13.89999962,3.099999905,2.400000095
1,A430,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44,21,13,18.29999924,3.599999905,2.5
1,A452,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44,21,13,18.29999924,3.599999905,2.5
1,A457,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51,22,10,13.89999962,3.099999905,2.400000095
1,A461,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44,21,13,18.29999924,3.599999905,2.5
1,A462,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51,22,10,13.89999962,3.099999905,2.400000095
1,B320,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52,25,12,8.399999619,2.799999952,1.5
1,C330,2027,32,1,1,1,BA*,1,BS**,100,100,100,100,99,97,91,77,65,53,47,37.70000076,19.39999962,8,5.699999809,35,12,15,29.70000076,8,5.699999809
1,1001,1001,33,1,1,2,TP1,1,BS55,100,100,100,100,100,99,99,98,96,70,26,7.900000095,6.599999905,3.400000095,3.299999952,5,25,62,4.5,3.400000095,3.299999952
1,0501,0502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5,6,66,10.30000019,12.5,
1,0501,0503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8,15,47,22.20000076,8.199999809,
1,0502,0503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8,15,47,22.20000076,8.199999809,
1,0509,0503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8,15,47,22.20000076,8.199999809,
1,0559,0502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5,6,66,10.30000019,12.5,
1,0801,0801,34,1,1,2,B1,1,BS01,100,100,99,98,97,95,95,94,91,71,23,7.800000191,3.299999952,0.699999988,,9,16,67,7.199999809,0.699999988,
1,0801,0802,34,1,1,3,B2,1,BS02,100,100,100,99,99,98,98,96,93,67,17,7.099999905,3.599999905,0.800000012,,7,19,67,6.5,0.800000012,
1,0860,0801,34,1,1,2,B1,1,BS01,100,100,99,98,97,95,95,94,91,71,23,7.800000191,3.299999952,0.699999988,,9,16,67,7.199999809,0.699999988,
1,0102,0105,35,1,1,2,B3,1,BS03,100,100,100,100,100,99.19999695,98.80000305,98.5,98.09999847,96.90000153,94.30000305,86.40000153,72.40000153,45.29999924,,1.899999976,1.200000048,12.5,39.20000076,45.29999924,
1,0102,0110,35,1,5,1,BA303,1,BS307,100,100,100,100,98,94,92,85,76,55,41,33,17.79999924,8.199999809,,24,21,22,24.79999924,8.199999809,
1,0102,0111,35,1,5,1,BA508,2,BS309,100,100,100,100,99,99,98,97,97,95,92,86.59999847,70,47.09999847,,3,2,8,39.5,47.09999847,
1,0105,0102,35,1,5,2,BA502,2,BS302,100,100,100,100,100,99,98,94,90,83,78,71.19999695,55.70000076,5.699999809,,10,7,12,65.5,5.699999809,
1,0105,0103,35,1,1,2,B2,1,BS02,100,100,100,100,100,99.80000305,99.80000305,99.40000153,98.30000305,95.80000305,93.40000153,89.59999847,75,50.5,,1.700000048,3.599999905,7.699999809,36.40000153,50.5,
1,0106,0104,35,1,5,1,BA503,1,BS303,100,100,99,98,97,95,94,90,86,79,75,68.09999847,46.90000153,19.20000076,,14,7,11,48.90000153,19.20000076,
1,0109,0109,35,1,1,2,B5,1,BS05,100,100,100,100,100,98.5,97.90000153,94.19999695,90.09999847,84.19999695,78.5,66.69999695,47.79999924,26.60000038,,9.899999619,6.900000095,23,33.70000076,26.60000038,
1,0110,0102,35,1,5,1,BA501,2,BS301,100,100,100,100,99,99,98,93,88,80,68,46.59999847,27.10000038,10.60000038,,12,8,33,36,10.60000038,
1,0110,0110,35,1,5,1,BA303,1,BS307,100,100,100,100,98,94,92,85,76,55,41,33,17.79999924,8.199999809,,24,21,22,24.79999924,8.199999809,
1,0111,0102,35,1,5,2,BA502,2,BS302,100,100,100,100,100,99,98,94,90,83,78,71.19999695,55.70000076,5.699999809,,10,7,12,65.5,5.699999809,
1,0506,0506,35,1,4,1,BA502,3,BS302,100,100,100,98,98,96,94,90,84,68,58,48.5,38.79999924,23.5,,16,16,19,25,23.5,
1,0801,0801,35,1,4,2,BA501,1,BS303,100,100,100,100,100,99,99,97,94,73,57,44.70000076,37,24.20000076,,6,21,28,20.5,24.20000076,
1,0802,0802,35,1,4,1,BA304,1,BS305,100,100,100,100,98,93,89,81,74,58,46,35.70000076,25.89999962,16.89999962,,26,16,22,18.79999924,16.89999962,
1,0859,0801,36,1,1,3,A3,1,TS05,100,100,100,100,100,100,99,97,95,86,56,28.70000076,14,6.400000095,5.599999905,5,9,57,22.29999924,6.400000095,5.599999905
1,0859,0859,36,1,1,2,B3,1,BS03,100,100,100,100,100,100,99,96,89,67,20,12,6,5.300000191,,4,7,77,6.699999809,5.300000191,
1,1008,1008,36,1,1,1,BX02,1,BSX02,100,96,95,92,91,89,86,82,78,72,60,34.70000076,17.20000076,6.599999905,5.699999809,22,6,37,28,6.599999905,5.699999809
1,1643,1643,36,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,89,71,20,12,9,7.300000191,0.5,0.400000006,29,51,11,8.5,0.5,0.400000006
1,A320,1643,36,1,1,1,BX02,1,BSX02,100,100,100,99,98,96,94,89,77,30,18,13.60000038,10.60000038,1.5,1.5,23,47,17,12.39999962,1.5,1.5
1,A331,1643,36,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,89,71,20,12,9,7.300000191,0.5,0.400000006,29,51,11,8.5,0.5,0.400000006
1,B331,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44,42,12,2.099999905,0,0
1,0202,0210,37,1,1,1,B2,1,BS02,100,100,100,100,99,99,99,98,94,81,74,58.59999847,39.29999924,10.80000019,5.5,6,20,21,48,10.80000019,5.5
1,0203,0212,37,1,1,1,B5,1,BS05,100,100,100,100,100,100,100,100,99,90,81,67.30000305,50.90000153,25.79999924,,1,7,23,43.70000076,25.79999924,
1,0207,0206,37,1,1,1,B3,1,BS03,100,100,100,100,100,100,100,99,96,84,75,61.79999924,45.09999847,16.29999924,11.60000038,4,17,22,45.5,16.29999924,11.60000038
1,0207,0212,37,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,100,99,91,81,66.40000153,53.5,30.70000076,26.20000076,1,8,24,37.40000153,3.099999905,26.20000076
1,0208,0212,37,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,100,99,91,81,66.40000153,53.5,30.70000076,26.20000076,1,8,24,37.40000153,3.099999905,26.20000076
1,0210,0202,37,1,5,2,BAX16,1,BSX16,100,100,100,100,100,100,100,98,90,73,66,57.20000076,41.09999847,19,,10,17,16,38.20000076,19,
1,0801,0801,37,1,2,2,BAX03,1,BSX03,100,100,100,100,100,100,100,100,99,90,36,8.5,5.5,2,,1,9,81,6.5,2,
1,1028,1028,37,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,100,100,94,50,8.5,8.100000381,4.400000095,4,0,6,86,4.099999905,4.400000095,4
1,1040,1040,37,1,1,1,BX02,1,BSX02,100,100,100,99,96,93,90,84,78,77,77,76.09999847,32,19.60000038,18,16,7,1,56.5,19.60000038,18
1,1802,1802,37,1,1,1,BX02,1,BSX02,100,95,94,93,91,90,88,86,82,65,57,49.79999924,32.5,16.60000038,14.30000019,19,16,16,33.20000076,16.60000038,14.30000019
1,1817,1817,37,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,98,77,63,50.09999847,40.5,22,20.60000038,2,21,27,28.10000038,22,20.60000038
1,3008,3008,37,1,1,2,BX02,1,BSX02,100,99,99,96,91,86,81,72,63,50,38,23.29999924,15.30000019,6.199999809,5.099999905,37,13,26,17.10000038,6.199999809,5.099999905
1,5827,5827,37,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,99,98,96,75,57,40.29999924,31.20000076,15,12.39999962,4,21,34,25.29999924,15,12.39999962
2,0213,0215,38,2,1,2,B2,1,BG02,100,100,100,100,100,100,100,100,100,99,98,96.80000305,72.80000305,38.20000076,,0,2,3,57.20000076,38.20000076,
2,0213,0223,38,2,3,2,BAX02,4,BSX02,100,100,100,99,99,99,99,98,97,96,95,90,59.29999924,32.70000076,,3,1,6,57.29999924,32.70000076,
2,0214,0219,38,2,1,2,B6,1,BG06,100,100,100,100,100,100,100,99,99,98,97,95.59999847,83.69999695,47.79999924,,1,1,3,46.5,47.79999924,
2,0214,0263,38,2,1,2,B7,1,BG07,100,100,100,100,100,100,100,99,99,97,96,93.59999847,70.09999847,37.90000153,,1,1,4,56.09999847,37.90000153,
2,0216,0215,38,2,1,2,B2,1,BG02,100,100,100,100,100,100,100,100,100,99,98,96.80000305,72.80000305,38.20000076,,0,2,3,57.20000076,38.20000076,
1,0217,0214,38,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,100,100,99,99,96.80000305,59.79999924,36.40000153,,0,1,2,59.70000076,36.40000153,
2,0217,0219,38,2,1,2,B6,1,BG06,100,100,100,100,100,100,100,99,99,98,97,95.59999847,83.69999695,47.79999924,,1,1,3,46.5,47.79999924,
1,0218,0214,38,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,100,100,99,99,96.80000305,59.79999924,36.40000153,,0,1,2,59.70000076,36.40000153,
1,0218,0217,38,1,1,2,B04,1,BS04,100,100,100,100,100,100,100,100,100,99,99,97.19999695,55.29999924,36.20000076,,0,1,3,60.5,36.20000076,
2,0218,0215,38,2,3,2,BAX01,5,BSX01,100,100,100,100,100,99,99,99,98,96,94,89.5,60.5,31.60000038,,2,2,6,57.90000153,31.60000038,
2,0218,0219,38,2,1,2,B6,1,BG06,100,100,100,100,100,100,100,99,99,98,97,95.59999847,83.69999695,47.79999924,,1,1,3,46.5,47.79999924,
2,0218,0220,38,2,1,2,B5,1,BG05,100,100,100,100,100,100,100,99,99,97,95,93,71,37.29999924,,1,3,6,53,37.29999924,
1,0219,0217,38,1,1,2,B04,1,BS04,100,100,100,100,100,100,100,100,100,99,99,97.19999695,55.29999924,36.20000076,,0,1,3,60.5,36.20000076,
1,0220,0224,38,1,1,2,B8,1,BS08,100,100,100,100,100,100,100,100,100,99,99,96.59999847,71.90000153,36.29999924,,0,1,3,60.09999847,36.29999924,
2,0220,0215,38,2,3,2,BAX01,5,BSX01,100,100,100,100,100,99,99,99,98,96,94,89.5,60.5,31.60000038,,2,2,6,57.90000153,31.60000038,
2,0220,0220,38,2,1,2,B5,1,BG05,100,100,100,100,100,100,100,99,99,97,95,93,71,37.29999924,,1,3,6,53,37.29999924,
2,0220,0222,38,2,3,2,BAX03,4,BSX03,100,100,100,99,98,98,97,96,94,92,90,87.5,63.79999924,36.09999847,,6,2,4,51.40000153,36.09999847,
1,0221,0219,38,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,100,100,99,99,97.59999847,75.69999695,42.09999847,,0,2,2,55.5,42.09999847,
2,0221,0215,38,2,1,2,B2,1,BG02,100,100,100,100,100,100,100,100,100,99,98,96.80000305,72.80000305,38.20000076,,0,2,3,57.20000076,38.20000076,
2,0222,0217,38,2,1,2,B04,1,BG04,100,100,100,100,100,100,100,99,99,97,95,93.19999695,70.09999847,35.5,,1,3,6,54.29999924,35.5,
1,0223,0220,38,1,1,2,B5,1,BS05,100,100,100,100,100,100,100,100,100,99,99,97.40000153,68.09999847,39.59999847,,0,0,2,57.79999924,39.59999847,
2,0223,0215,38,2,1,2,B2,1,BG02,100,100,100,100,100,100,100,100,100,99,98,96.80000305,72.80000305,38.20000076,,0,2,3,57.20000076,38.20000076,
2,0223,0219,38,2,1,2,B6,1,BG06,100,100,100,100,100,100,100,99,99,98,97,95.59999847,83.69999695,47.79999924,,1,1,3,46.5,47.79999924,
2,0259,0214,38,2,1,2,B3,1,BG03,100,100,100,100,100,100,100,99,99,97,96,94.09999847,62.70000076,31.89999962,,1,3,5,60.79999924,31.89999962,
2,0259,0215,38,2,1,2,B2,1,BG02,100,100,100,100,100,100,100,100,100,99,98,96.80000305,72.80000305,38.20000076,,0,2,3,57.20000076,38.20000076,
2,0259,0222,38,2,3,2,BAX03,4,BSX03,100,100,100,99,98,98,97,96,94,92,90,87.5,63.79999924,36.09999847,,6,2,4,51.40000153,36.09999847,
2,0260,0215,38,2,3,2,BAX01,5,BSX01,100,100,100,100,100,99,99,99,98,96,94,89.5,60.5,31.60000038,,2,2,6,57.90000153,31.60000038,
2,0260,0223,38,2,3,2,BAX02,4,BSX02,100,100,100,99,99,99,99,98,97,96,95,90,59.29999924,32.70000076,,3,1,6,57.29999924,32.70000076,
2,0260,0263,38,2,1,2,B7,1,BG07,100,100,100,100,100,100,100,99,99,97,96,93.59999847,70.09999847,37.90000153,,1,1,4,56.09999847,37.90000153,
2,0261,0215,38,2,3,2,BAX01,5,BSX01,100,100,100,100,100,99,99,99,98,96,94,89.5,60.5,31.60000038,,2,2,6,57.90000153,31.60000038,
1,0263,0214,38,1,1,2,B3,1,BS03,100,100,100,100,100,100,100,100,100,99,99,96.80000305,59.79999924,36.40000153,,0,1,2,59.70000076,36.40000153,
2,0264,0222,38,2,3,2,BAX03,4,BSX03,100,100,100,99,98,98,97,96,94,92,90,87.5,63.79999924,36.09999847,,6,2,4,51.40000153,36.09999847,
1,0106,0106,39,1,1,2,B2,1,BS02,100,100,100,100,100,99,98,96,92,84,77,70.59999847,58.40000153,28.39999962,,8,7,13,43.70000076,28.39999962,
1,0106,0108,39,1,1,1,B5,1,BS05,100,100,100,99,98,97,96,94,92,87,81,75.19999695,62.59999847,33,,8,6,12,41.20000076,33,
1,0107,0111,39,1,1,1,B1,1,BS01,100,100,100,100,99,98,98,96,92,84,78,70.5,55.09999847,27.70000076,,8,8,14,42,27.70000076,
1,0107,0160,39,1,1,1,B4,1,BS04,100,100,98,97,96,95,94,91,87,80,74,67.5,49.79999924,25.39999962,,13,8,13,41,25.39999962,
1,0111,0106,39,1,1,2,B2,1,BS02,100,100,100,100,100,99,98,96,92,84,77,70.59999847,58.40000153,28.39999962,,8,7,13,43.70000076,28.39999962,
1,0111,0107,39,1,1,1,B3,1,BS03,100,100,100,100,100,98,97,95,92,86,79,71.80000305,60,30.5,,8,6,13,42.79999924,30.5,
1,0111,0110,39,1,1,1,B6,1,BS06,100,100,96,95,94,94,93,92,89,82,76,70,50.70000076,25.70000076,,11,7,11,44.20000076,25.70000076,
1,0112,0110,39,1,1,1,B6,1,BS06,100,100,96,95,94,94,93,92,89,82,76,70,50.70000076,25.70000076,,11,7,11,44.20000076,25.70000076,
1,0112,0159,39,1,1,1,B7,1,BS07,100,100,100,99,98,97,95,91,80,71,67,62,35.70000076,15.80000019,,20,11,10,42.90000153,15.80000019,
